HomeTeam,AwayTeam,HomeGoals,AwayGoals,Date,win
1. FC Magdeburg,SV Wehen Wiesbaden,1,0,2015-10-24T14:00:00,h
Holstein Kiel,SG Dynamo Dresden,1,2,2015-10-24T14:00:00,a
Energie Cottbus,Preußen Münster,0,0,2015-10-24T14:00:00,d
FC Hansa Rostock,SG Sonnenhof Großaspach,1,3,2015-10-24T14:00:00,a
VfR Aalen,VfB Stuttgart II,1,0,2015-10-24T14:00:00,h
Stuttgarter Kickers,FC Kickers Würzburg,1,2,2015-10-24T14:00:00,a
VfL Osnabrück,FC Rot-Weiss Erfurt,1,0,2015-10-24T14:00:00,h
Erzgebirge Aue,SV Wehen Wiesbaden,1,1,2015-10-30T19:00:00,d
VfB Stuttgart II,FC Hansa Rostock,3,1,2015-10-30T19:00:00,h
SG Dynamo Dresden,1. FC Magdeburg,3,2,2015-10-31T14:00:00,h
Hallescher FC,Fortuna Köln,1,1,2015-10-31T14:00:00,d
1. FSV Mainz 05 II,VfL Osnabrück,0,0,2015-10-31T14:00:00,d
FC Rot-Weiss Erfurt,Stuttgarter Kickers,1,0,2015-10-31T14:00:00,h
FC Kickers Würzburg,VfR Aalen,2,2,2015-10-31T14:00:00,d
SG Sonnenhof Großaspach,Energie Cottbus,1,1,2015-10-31T14:00:00,d
Preußen Münster,Holstein Kiel,2,0,2015-10-31T14:00:00,h
Werder Bremen II,Chemnitzer FC,3,2,2015-11-01T14:00:00,h
SV Wehen Wiesbaden,SG Dynamo Dresden,2,2,2015-11-06T19:00:00,d
VfL Osnabrück,Hallescher FC,2,0,2015-11-06T19:00:00,h
Fortuna Köln,Werder Bremen II,2,1,2015-11-07T14:00:00,h
Chemnitzer FC,Erzgebirge Aue,1,2,2015-11-07T14:00:00,a
1. FC Magdeburg,Preußen Münster,3,0,2015-11-07T14:00:00,h
Holstein Kiel,SG Sonnenhof Großaspach,3,1,2015-11-07T14:00:00,h
Energie Cottbus,VfB Stuttgart II,2,2,2015-11-07T14:00:00,d
FC Hansa Rostock,FC Kickers Würzburg,0,0,2015-11-07T14:00:00,d
VfR Aalen,FC Rot-Weiss Erfurt,2,2,2015-11-07T14:00:00,d
Stuttgarter Kickers,1. FSV Mainz 05 II,1,4,2015-11-07T14:00:00,a
VfB Stuttgart II,Holstein Kiel,1,3,2015-11-20T19:00:00,a
Erzgebirge Aue,SG Dynamo Dresden,1,1,2015-11-21T14:00:00,d
Werder Bremen II,VfL Osnabrück,0,1,2015-11-21T14:00:00,a
Hallescher FC,Stuttgarter Kickers,1,1,2015-11-21T14:00:00,d
1. FSV Mainz 05 II,VfR Aalen,1,0,2015-11-21T14:00:00,h
FC Rot-Weiss Erfurt,FC Hansa Rostock,3,2,2015-11-21T14:00:00,h
FC Kickers Würzburg,Energie Cottbus,2,2,2015-11-21T14:00:00,d
SG Sonnenhof Großaspach,1. FC Magdeburg,1,0,2015-11-21T14:00:00,h
Preußen Münster,SV Wehen Wiesbaden,0,0,2015-11-21T14:00:00,d
Chemnitzer FC,Fortuna Köln,3,1,2015-11-22T14:00:00,h
SG Dynamo Dresden,Preußen Münster,0,0,2015-11-28T14:00:00,d
SV Wehen Wiesbaden,SG Sonnenhof Großaspach,2,2,2015-11-28T14:00:00,d
1. FC Magdeburg,VfB Stuttgart II,2,2,2015-11-28T14:00:00,d
Holstein Kiel,FC Kickers Würzburg,1,2,2015-11-28T14:00:00,a
Energie Cottbus,FC Rot-Weiss Erfurt,2,1,2015-11-28T14:00:00,h
FC Hansa Rostock,1. FSV Mainz 05 II,1,0,2015-11-28T14:00:00,h
VfR Aalen,Hallescher FC,0,0,2015-11-28T14:00:00,d
Stuttgarter Kickers,Werder Bremen II,0,2,2015-11-28T14:00:00,a
VfL Osnabrück,Chemnitzer FC,2,0,2015-11-28T14:00:00,h
Erzgebirge Aue,Fortuna Köln,2,0,2015-11-29T14:00:00,h
Fortuna Köln,VfL Osnabrück,3,1,2015-12-04T19:00:00,h
SG Sonnenhof Großaspach,SG Dynamo Dresden,0,0,2015-12-04T19:00:00,d
Chemnitzer FC,Stuttgarter Kickers,1,0,2015-12-05T14:00:00,h
Werder Bremen II,VfR Aalen,1,1,2015-12-05T14:00:00,d
Hallescher FC,FC Hansa Rostock,2,0,2015-12-05T14:00:00,h
1. FSV Mainz 05 II,Energie Cottbus,0,1,2015-12-05T14:00:00,a
FC Rot-Weiss Erfurt,Holstein Kiel,1,3,2015-12-05T14:00:00,a
FC Kickers Würzburg,1. FC Magdeburg,1,1,2015-12-05T14:00:00,d
VfB Stuttgart II,SV Wehen Wiesbaden,1,2,2015-12-05T14:00:00,a
Preußen Münster,Erzgebirge Aue,0,1,2015-12-05T14:00:00,a
VfB Stuttgart II,SG Dynamo Dresden,1,1,2015-12-11T19:00:00,d
VfL Osnabrück,Erzgebirge Aue,0,0,2015-12-12T14:00:00,d
FC Kickers Würzburg,SV Wehen Wiesbaden,0,0,2015-12-12T14:00:00,d
1. FSV Mainz 05 II,Holstein Kiel,0,0,2015-12-12T14:00:00,d
Werder Bremen II,FC Hansa Rostock,1,1,2015-12-12T14:00:00,d
Chemnitzer FC,VfR Aalen,1,1,2015-12-12T14:00:00,d
Fortuna Köln,Stuttgarter Kickers,3,1,2015-12-12T14:00:00,h
SG Sonnenhof Großaspach,Preußen Münster,3,1,2015-12-12T14:00:00,h
Hallescher FC,Energie Cottbus,1,1,2015-12-13T14:00:00,d
FC Rot-Weiss Erfurt,1. FC Magdeburg,0,2,2015-12-14T18:30:00,a
SG Dynamo Dresden,FC Kickers Würzburg,2,1,2015-12-17T20:30:00,h
Holstein Kiel,Hallescher FC,0,4,2015-12-18T19:00:00,a
Stuttgarter Kickers,VfL Osnabrück,2,2,2015-12-18T19:00:00,d
SV Wehen Wiesbaden,FC Rot-Weiss Erfurt,3,0,2015-12-18T20:00:00,h
VfR Aalen,Fortuna Köln,0,2,2015-12-19T14:00:00,a
FC Hansa Rostock,Chemnitzer FC,1,0,2015-12-19T14:00:00,h
Energie Cottbus,Werder Bremen II,1,1,2015-12-19T14:00:00,d
1. FC Magdeburg,1. FSV Mainz 05 II,3,1,2015-12-19T14:00:00,h
Preußen Münster,VfB Stuttgart II,1,2,2015-12-19T14:00:00,a
Erzgebirge Aue,SG Sonnenhof Großaspach,2,0,2015-12-19T14:00:00,h
Fortuna Köln,FC Hansa Rostock,5,1,2016-01-22T19:00:00,h
Stuttgarter Kickers,Erzgebirge Aue,1,1,2016-01-22T19:00:00,d
FC Rot-Weiss Erfurt,SG Dynamo Dresden,3,2,2016-01-23T14:00:00,h
1. FSV Mainz 05 II,SV Wehen Wiesbaden,0,0,2016-01-23T14:00:00,d
VfL Osnabrück,VfR Aalen,2,1,2016-01-23T14:00:00,h
FC Kickers Würzburg,Preußen Münster,3,0,2016-01-23T14:00:00,h
Hallescher FC,1. FC Magdeburg,1,2,2016-01-24T14:00:00,a
Werder Bremen II,Holstein Kiel,2,1,2016-01-24T14:00:00,h
VfB Stuttgart II,SG Sonnenhof Großaspach,0,3,2016-01-24T14:00:00,a
Chemnitzer FC,Energie Cottbus,4,0,2016-03-24T19:00:00,h
Holstein Kiel,Chemnitzer FC,5,2,2016-01-30T14:00:00,h
1. FC Magdeburg,Werder Bremen II,1,1,2016-01-30T14:00:00,d
SG Dynamo Dresden,1. FSV Mainz 05 II,3,0,2016-01-30T14:00:00,h
Preußen Münster,FC Rot-Weiss Erfurt,2,0,2016-01-30T14:00:00,h
SG Sonnenhof Großaspach,FC Kickers Würzburg,1,2,2016-01-30T14:00:00,a
Erzgebirge Aue,VfB Stuttgart II,1,0,2016-01-30T14:00:00,h
VfR Aalen,Stuttgarter Kickers,3,0,2016-01-30T14:00:00,h
FC Hansa Rostock,VfL Osnabrück,0,0,2016-01-30T14:00:00,d
Energie Cottbus,Fortuna Köln,0,0,2016-01-31T14:00:00,d
SV Wehen Wiesbaden,Hallescher FC,1,0,2016-01-31T14:00:00,h
VfL Osnabrück,Energie Cottbus,0,0,2016-02-05T14:00:00,d
Chemnitzer FC,1. FC Magdeburg,0,0,2016-02-05T17:00:00,d
VfR Aalen,Erzgebirge Aue,0,2,2016-02-05T19:00:00,a
Werder Bremen II,SV Wehen Wiesbaden,1,0,2016-02-06T14:00:00,h
Stuttgarter Kickers,FC Hansa Rostock,2,0,2016-02-06T14:00:00,h
FC Kickers Würzburg,VfB Stuttgart II,0,0,2016-02-06T14:00:00,d
FC Rot-Weiss Erfurt,SG Sonnenhof Großaspach,0,2,2016-02-06T14:00:00,a
1. FSV Mainz 05 II,Preußen Münster,2,3,2016-02-06T14:00:00,a
Hallescher FC,SG Dynamo Dresden,0,0,2016-02-07T14:00:00,d
Fortuna Köln,Holstein Kiel,2,3,2016-02-07T14:00:00,a
VfB Stuttgart II,FC Rot-Weiss Erfurt,1,2,2016-02-12T19:00:00,a
1. FC Magdeburg,Fortuna Köln,0,0,2016-02-13T14:00:00,d
SV Wehen Wiesbaden,Chemnitzer FC,1,1,2016-02-13T14:00:00,d
Preußen Münster,Hallescher FC,0,1,2016-02-13T14:00:00,a
SG Sonnenhof Großaspach,1. FSV Mainz 05 II,0,3,2016-02-13T14:00:00,a
FC Hansa Rostock,VfR Aalen,3,0,2016-02-13T14:00:00,h
Energie Cottbus,Stuttgarter Kickers,1,2,2016-02-13T14:00:00,a
Holstein Kiel,VfL Osnabrück,0,1,2016-02-13T14:00:00,a
SG Dynamo Dresden,Werder Bremen II,2,1,2016-02-14T14:00:00,h
Erzgebirge Aue,FC Kickers Würzburg,0,0,2016-02-14T14:00:00,d
Stuttgarter Kickers,Holstein Kiel,0,0,2016-02-19T19:00:00,d
FC Hansa Rostock,Erzgebirge Aue,0,2,2016-02-20T14:00:00,a
Fortuna Köln,SV Wehen Wiesbaden,4,1,2016-02-20T14:00:00,h
VfL Osnabrück,1. FC Magdeburg,2,0,2016-02-20T14:00:00,h
VfR Aalen,Energie Cottbus,3,0,2016-02-20T14:00:00,h
1. FSV Mainz 05 II,VfB Stuttgart II,3,1,2016-02-20T14:00:00,h
Hallescher FC,SG Sonnenhof Großaspach,4,1,2016-02-20T14:00:00,h
Werder Bremen II,Preußen Münster,0,0,2016-02-20T14:00:00,d
Chemnitzer FC,SG Dynamo Dresden,2,2,2016-02-20T15:00:00,d
FC Rot-Weiss Erfurt,FC Kickers Würzburg,1,0,2016-02-21T14:00:00,h
VfB Stuttgart II,Hallescher FC,1,1,2016-02-26T19:00:00,d
SG Dynamo Dresden,Fortuna Köln,4,0,2016-02-27T14:00:00,h
Preußen Münster,Chemnitzer FC,3,1,2016-02-27T14:00:00,h
SG Sonnenhof Großaspach,Werder Bremen II,0,1,2016-02-27T14:00:00,a
FC Kickers Würzburg,1. FSV Mainz 05 II,1,0,2016-02-27T14:00:00,h
Energie Cottbus,FC Hansa Rostock,0,1,2016-02-27T14:00:00,a
Holstein Kiel,VfR Aalen,1,0,2016-02-27T14:00:00,h
SV Wehen Wiesbaden,VfL Osnabrück,0,2,2016-02-27T14:00:00,a
Erzgebirge Aue,FC Rot-Weiss Erfurt,2,2,2016-02-28T14:00:00,d
1. FC Magdeburg,Stuttgarter Kickers,2,1,2016-02-28T14:00:00,h
Chemnitzer FC,SG Sonnenhof Großaspach,0,2,2016-03-01T18:30:00,a
FC Hansa Rostock,Holstein Kiel,1,0,2016-03-01T19:00:00,h
Hallescher FC,FC Kickers Würzburg,1,3,2016-03-01T19:00:00,a
Werder Bremen II,VfB Stuttgart II,0,1,2016-03-01T19:00:00,a
Fortuna Köln,Preußen Münster,2,1,2016-03-01T19:00:00,h
Energie Cottbus,Erzgebirge Aue,0,0,2016-03-02T18:30:00,d
VfR Aalen,1. FC Magdeburg,0,0,2016-03-02T18:30:00,d
Stuttgarter Kickers,SV Wehen Wiesbaden,1,0,2016-03-02T19:00:00,h
1. FSV Mainz 05 II,FC Rot-Weiss Erfurt,1,0,2016-03-02T19:00:00,h
VfL Osnabrück,SG Dynamo Dresden,0,3,2016-03-02T20:30:00,a
SG Sonnenhof Großaspach,Fortuna Köln,1,1,2016-03-05T14:00:00,d
FC Kickers Würzburg,Werder Bremen II,1,1,2016-03-05T14:00:00,d
FC Rot-Weiss Erfurt,Hallescher FC,1,1,2016-03-05T14:00:00,d
Holstein Kiel,Energie Cottbus,1,2,2016-03-05T14:00:00,a
1. FC Magdeburg,FC Hansa Rostock,4,1,2016-03-05T14:00:00,h
SV Wehen Wiesbaden,VfR Aalen,0,1,2016-03-05T14:00:00,a
VfB Stuttgart II,Chemnitzer FC,1,1,2016-03-06T14:00:00,d
Erzgebirge Aue,1. FSV Mainz 05 II,1,0,2016-03-06T14:00:00,h
SG Dynamo Dresden,Stuttgarter Kickers,1,1,2016-03-06T14:00:00,d
Preußen Münster,VfL Osnabrück,0,0,2016-03-06T14:00:00,d
VfR Aalen,SG Dynamo Dresden,0,0,2016-03-11T19:00:00,d
Hallescher FC,1. FSV Mainz 05 II,1,1,2016-03-11T19:00:00,d
Holstein Kiel,Erzgebirge Aue,3,0,2016-03-12T14:00:00,h
FC Hansa Rostock,SV Wehen Wiesbaden,4,0,2016-03-12T14:00:00,h
Energie Cottbus,1. FC Magdeburg,2,0,2016-03-12T14:00:00,h
Werder Bremen II,FC Rot-Weiss Erfurt,0,1,2016-03-12T14:00:00,a
Chemnitzer FC,FC Kickers Würzburg,0,1,2016-03-12T14:00:00,a
Fortuna Köln,VfB Stuttgart II,1,3,2016-03-12T14:00:00,a
VfL Osnabrück,SG Sonnenhof Großaspach,2,2,2016-03-12T14:00:00,d
Stuttgarter Kickers,Preußen Münster,1,0,2016-03-12T14:00:00,h
Erzgebirge Aue,Hallescher FC,4,0,2016-03-18T17:30:00,h
FC Kickers Würzburg,Fortuna Köln,4,1,2016-03-18T19:00:00,h
VfB Stuttgart II,VfL Osnabrück,0,1,2016-03-18T19:00:00,a
1. FSV Mainz 05 II,Werder Bremen II,2,2,2016-03-19T14:00:00,d
SV Wehen Wiesbaden,Energie Cottbus,0,0,2016-03-19T14:00:00,d
SG Dynamo Dresden,FC Hansa Rostock,2,2,2016-03-19T14:00:00,d
MSV Duisburg,SC Paderborn 07,1,0,2016-07-29T20:30:00,d
Chemnitzer FC,SG Sonnenhof Großaspach,0,0,2016-07-30T14:00:00,d
FC Rot-Weiss Erfurt,Hallescher FC,0,3,2016-07-30T14:00:00,a
Holstein Kiel,FSV Frankfurt,1,1,2016-07-30T14:00:00,h
SV Wehen Wiesbaden,VfR Aalen,1,2,2016-07-30T14:00:00,d
1. FSV Mainz 05 II,FSV Zwickau,2,2,2016-07-30T14:00:00,a
Jahn Regensburg,FC Hansa Rostock,2,0,2016-07-30T14:00:00,d
Preußen Münster,VfL Osnabrück,0,1,2016-07-31T14:00:00,a
Werder Bremen II,Sportfreunde Lotte,0,3,2016-07-31T14:00:00,a
1. FC Magdeburg,Fortuna Köln,0,3,2016-07-31T14:00:00,a
Fortuna Köln,Werder Bremen II,2,0,2016-08-05T19:00:00,h
FC Hansa Rostock,Preußen Münster,1,0,2016-08-05T19:00:00,d
SC Paderborn 07,1. FSV Mainz 05 II,3,1,2016-08-06T14:00:00,h
Sportfreunde Lotte,SV Wehen Wiesbaden,0,0,2016-08-06T14:00:00,d
VfR Aalen,Holstein Kiel,1,0,2016-08-06T14:00:00,d
FSV Frankfurt,FC Rot-Weiss Erfurt,0,1,2016-08-06T14:00:00,d
Hallescher FC,Chemnitzer FC,1,1,2016-08-06T14:00:00,h
SG Sonnenhof Großaspach,Jahn Regensburg,3,4,2016-08-07T14:00:00,h
VfL Osnabrück,MSV Duisburg,1,1,2016-08-07T14:00:00,d
FSV Zwickau,1. FC Magdeburg,0,0,2016-09-01T19:00:00,d
FC Rot-Weiss Erfurt,VfR Aalen,0,0,2016-08-09T18:30:00,d
Holstein Kiel,Sportfreunde Lotte,3,1,2016-08-09T19:00:00,h
SV Wehen Wiesbaden,Fortuna Köln,3,0,2016-08-09T19:00:00,h
1. FC Magdeburg,SC Paderborn 07,3,0,2016-08-09T19:00:00,h
Werder Bremen II,FSV Zwickau,1,3,2016-08-10T18:30:00,d
Preußen Münster,MSV Duisburg,1,1,2016-08-10T19:00:00,a
Chemnitzer FC,FSV Frankfurt,2,1,2016-08-10T19:00:00,d
1. FSV Mainz 05 II,VfL Osnabrück,2,2,2016-08-10T19:00:00,h
FC Hansa Rostock,SG Sonnenhof Großaspach,0,0,2016-08-10T19:00:00,d
Jahn Regensburg,Hallescher FC,2,0,2016-08-10T19:00:00,h
Sportfreunde Lotte,FC Rot-Weiss Erfurt,2,2,2016-08-12T19:00:00,h
SC Paderborn 07,Werder Bremen II,1,2,2016-08-13T14:00:00,d
FSV Zwickau,SV Wehen Wiesbaden,0,3,2016-08-13T14:00:00,d
Fortuna Köln,Holstein Kiel,1,0,2016-08-13T14:00:00,h
FSV Frankfurt,Jahn Regensburg,1,1,2016-08-13T14:00:00,d
Hallescher FC,FC Hansa Rostock,0,0,2016-08-13T14:00:00,d
SG Sonnenhof Großaspach,Preußen Münster,2,0,2016-08-13T14:00:00,h
MSV Duisburg,1. FSV Mainz 05 II,4,0,2016-08-13T14:00:00,h
VfL Osnabrück,1. FC Magdeburg,3,2,2016-08-13T14:00:00,d
VfR Aalen,Chemnitzer FC,2,2,2016-08-14T14:00:00,a
1. FC Magdeburg,MSV Duisburg,1,2,2016-08-26T18:30:00,a
Werder Bremen II,VfL Osnabrück,4,2,2016-08-26T19:00:00,h
Preußen Münster,1. FSV Mainz 05 II,1,0,2016-08-27T14:00:00,d
Chemnitzer FC,Sportfreunde Lotte,0,1,2016-08-27T14:00:00,d
FC Rot-Weiss Erfurt,Fortuna Köln,3,0,2016-08-27T14:00:00,d
Holstein Kiel,FSV Zwickau,3,0,2016-08-27T14:00:00,h
SV Wehen Wiesbaden,SC Paderborn 07,1,2,2016-08-27T14:00:00,a
SG Sonnenhof Großaspach,Hallescher FC,3,0,2016-08-27T14:00:00,h
FC Hansa Rostock,FSV Frankfurt,1,1,2016-08-27T14:00:00,d
Jahn Regensburg,VfR Aalen,0,2,2016-08-27T14:00:00,a
VfR Aalen,FC Hansa Rostock,1,1,2016-09-09T18:00:00,h
Hallescher FC,Preußen Münster,2,1,2016-09-09T18:30:00,h
VfL Osnabrück,SV Wehen Wiesbaden,1,0,2016-09-09T19:00:00,h
FSV Zwickau,FC Rot-Weiss Erfurt,1,2,2016-09-10T14:00:00,a
Fortuna Köln,Chemnitzer FC,1,0,2016-09-10T14:00:00,h
Sportfreunde Lotte,Jahn Regensburg,3,2,2016-09-10T14:00:00,a
FSV Frankfurt,SG Sonnenhof Großaspach,1,3,2016-09-10T14:00:00,d
1. FSV Mainz 05 II,1. FC Magdeburg,1,0,2016-09-10T14:00:00,h
MSV Duisburg,Werder Bremen II,1,0,2016-09-10T14:00:00,h
SC Paderborn 07,Holstein Kiel,1,3,2016-09-11T14:00:00,a
Chemnitzer FC,FSV Zwickau,1,0,2016-09-16T19:00:00,d
Holstein Kiel,VfL Osnabrück,0,1,2016-09-16T19:00:00,d
SV Wehen Wiesbaden,MSV Duisburg,3,0,2016-09-16T19:00:00,h
Preußen Münster,1. FC Magdeburg,2,3,2016-09-17T14:00:00,a
FC Rot-Weiss Erfurt,SC Paderborn 07,1,3,2016-09-17T14:00:00,a
Werder Bremen II,1. FSV Mainz 05 II,2,1,2016-09-17T14:00:00,d
Hallescher FC,FSV Frankfurt,1,1,2016-09-17T14:00:00,a
SG Sonnenhof Großaspach,VfR Aalen,2,2,2016-09-17T14:00:00,a
FC Hansa Rostock,Sportfreunde Lotte,1,3,2016-09-17T14:00:00,a
Jahn Regensburg,Fortuna Köln,2,2,2016-09-17T14:00:00,a
FSV Zwickau,Jahn Regensburg,4,0,2016-09-20T18:30:00,h
VfR Aalen,Hallescher FC,1,1,2016-09-20T18:30:00,d
VfL Osnabrück,FC Rot-Weiss Erfurt,3,0,2016-09-20T18:30:00,h
MSV Duisburg,Holstein Kiel,0,0,2016-09-20T19:00:00,d
SC Paderborn 07,Chemnitzer FC,4,2,2016-09-21T18:30:00,a
1. FC Magdeburg,Werder Bremen II,2,0,2016-09-21T18:30:00,h
Fortuna Köln,FC Hansa Rostock,0,2,2016-09-21T19:00:00,d
Sportfreunde Lotte,SG Sonnenhof Großaspach,2,1,2016-09-21T19:00:00,d
FSV Frankfurt,Preußen Münster,4,1,2016-09-21T19:00:00,h
1. FSV Mainz 05 II,SV Wehen Wiesbaden,1,2,2016-09-21T19:00:00,a
Preußen Münster,Werder Bremen II,4,0,2016-09-24T14:00:00,h
Chemnitzer FC,VfL Osnabrück,3,0,2016-09-24T14:00:00,h
Holstein Kiel,1. FSV Mainz 05 II,3,0,2016-09-24T14:00:00,d
FSV Frankfurt,VfR Aalen,2,1,2016-09-24T14:00:00,d
Hallescher FC,Sportfreunde Lotte,2,0,2016-09-24T14:00:00,h
SG Sonnenhof Großaspach,Fortuna Köln,2,3,2016-09-24T14:00:00,d
Jahn Regensburg,SC Paderborn 07,3,0,2016-09-24T14:00:00,h
FC Rot-Weiss Erfurt,MSV Duisburg,0,1,2016-09-25T14:00:00,d
SV Wehen Wiesbaden,1. FC Magdeburg,0,3,2016-09-25T14:00:00,a
FC Hansa Rostock,FSV Zwickau,5,0,2016-09-25T14:00:00,h
SC Paderborn 07,FC Hansa Rostock,0,3,2016-09-30T19:00:00,d
FSV Zwickau,SG Sonnenhof Großaspach,0,2,2016-09-30T20:30:00,a
Fortuna Köln,Hallescher FC,1,1,2016-10-01T14:00:00,a
Sportfreunde Lotte,FSV Frankfurt,0,1,2016-10-01T14:00:00,a
VfR Aalen,Preußen Münster,1,0,2016-10-01T14:00:00,h
Werder Bremen II,SV Wehen Wiesbaden,0,1,2016-10-01T14:00:00,a
1. FC Magdeburg,Holstein Kiel,1,0,2016-10-01T14:00:00,d
MSV Duisburg,Chemnitzer FC,1,0,2016-10-01T14:00:00,h
VfL Osnabrück,Jahn Regensburg,1,2,2016-10-01T14:00:00,a
1. FSV Mainz 05 II,FC Rot-Weiss Erfurt,1,1,2016-10-02T14:00:00,d
SG Sonnenhof Großaspach,SC Paderborn 07,2,3,2016-10-14T19:00:00,d
Preußen Münster,SV Wehen Wiesbaden,2,2,2016-10-15T14:00:00,a
FC Rot-Weiss Erfurt,1. FC Magdeburg,1,0,2016-10-15T14:00:00,d
Holstein Kiel,Werder Bremen II,3,1,2016-10-15T14:00:00,d
VfR Aalen,Sportfreunde Lotte,1,1,2016-10-15T14:00:00,d
Hallescher FC,FSV Zwickau,3,2,2016-10-15T14:00:00,d
FC Hansa Rostock,VfL Osnabrück,1,2,2016-10-15T14:00:00,a
Jahn Regensburg,MSV Duisburg,1,2,2016-10-15T14:00:00,a
Chemnitzer FC,1. FSV Mainz 05 II,4,1,2016-10-16T14:00:00,h
FSV Frankfurt,Fortuna Köln,6,0,2016-10-16T14:00:00,h
SC Paderborn 07,Hallescher FC,0,0,2016-10-22T14:00:00,d
FSV Zwickau,FSV Frankfurt,1,1,2016-10-22T14:00:00,d
Fortuna Köln,VfR Aalen,0,2,2016-10-22T14:00:00,a
Sportfreunde Lotte,Preußen Münster,1,0,2016-10-22T14:00:00,d
SV Wehen Wiesbaden,Holstein Kiel,0,0,2016-10-22T14:00:00,d
1. FC Magdeburg,Chemnitzer FC,2,4,2016-10-22T14:00:00,a
MSV Duisburg,FC Hansa Rostock,0,1,2016-10-22T14:00:00,d
VfL Osnabrück,SG Sonnenhof Großaspach,1,0,2016-10-22T14:00:00,d
Werder Bremen II,FC Rot-Weiss Erfurt,1,0,2016-10-23T14:00:00,d
1. FSV Mainz 05 II,Jahn Regensburg,2,0,2016-10-23T14:00:00,h
VfR Aalen,FSV Zwickau,0,1,2016-10-28T19:00:00,d
Preußen Münster,Holstein Kiel,1,1,2016-10-29T14:00:00,a
Chemnitzer FC,Werder Bremen II,1,1,2016-10-29T14:00:00,h
FC Rot-Weiss Erfurt,SV Wehen Wiesbaden,1,0,2016-10-29T14:00:00,h
Sportfreunde Lotte,Fortuna Köln,0,1,2016-10-29T14:00:00,d
FSV Frankfurt,SC Paderborn 07,3,0,2016-10-29T14:00:00,h
Hallescher FC,VfL Osnabrück,1,0,2016-10-29T14:00:00,h
SG Sonnenhof Großaspach,MSV Duisburg,0,0,2016-10-29T14:00:00,d
FC Hansa Rostock,1. FSV Mainz 05 II,1,1,2016-10-29T14:00:00,d
Jahn Regensburg,1. FC Magdeburg,1,1,2016-10-29T14:00:00,d
SC Paderborn 07,VfR Aalen,0,0,2016-11-05T14:00:00,d
FSV Zwickau,Sportfreunde Lotte,1,1,2016-11-05T14:00:00,h
Fortuna Köln,Preußen Münster,0,1,2016-11-05T14:00:00,d
Holstein Kiel,FC Rot-Weiss Erfurt,0,0,2016-11-05T14:00:00,d
SV Wehen Wiesbaden,Chemnitzer FC,0,3,2016-11-05T14:00:00,a
Werder Bremen II,Jahn Regensburg,3,1,2016-11-05T14:00:00,d
1. FC Magdeburg,FC Hansa Rostock,1,1,2016-11-05T14:00:00,h
1. FSV Mainz 05 II,SG Sonnenhof Großaspach,0,2,2016-11-05T14:00:00,a
MSV Duisburg,Hallescher FC,0,0,2016-11-05T14:00:00,d
VfL Osnabrück,FSV Frankfurt,1,1,2016-11-05T14:00:00,d
Preußen Münster,FC Rot-Weiss Erfurt,4,0,2016-11-18T19:00:00,h
Fortuna Köln,FSV Zwickau,2,1,2016-11-18T19:00:00,h
VfR Aalen,VfL Osnabrück,1,1,2016-11-18T19:00:00,d
Chemnitzer FC,Holstein Kiel,2,2,2016-11-19T14:00:00,h
Sportfreunde Lotte,SC Paderborn 07,6,0,2016-11-19T14:00:00,h
FSV Frankfurt,MSV Duisburg,0,0,2016-11-19T14:00:00,d
Hallescher FC,1. FSV Mainz 05 II,2,0,2016-11-19T14:00:00,d
SG Sonnenhof Großaspach,1. FC Magdeburg,1,3,2016-11-19T14:00:00,a
FC Hansa Rostock,Werder Bremen II,1,1,2016-11-19T14:00:00,h
Jahn Regensburg,SV Wehen Wiesbaden,3,1,2016-11-19T14:00:00,d
SV Wehen Wiesbaden,FC Hansa Rostock,1,1,2016-11-25T19:00:00,d
SC Paderborn 07,Fortuna Köln,1,1,2016-11-26T14:00:00,a
FC Rot-Weiss Erfurt,Chemnitzer FC,1,2,2016-11-26T14:00:00,a
Holstein Kiel,Jahn Regensburg,2,1,2016-11-26T14:00:00,d
Werder Bremen II,SG Sonnenhof Großaspach,1,0,2016-11-26T14:00:00,d
1. FC Magdeburg,Hallescher FC,1,0,2016-11-26T14:00:00,h
MSV Duisburg,VfR Aalen,2,2,2016-11-26T14:00:00,h
VfL Osnabrück,Sportfreunde Lotte,3,0,2016-11-26T14:00:00,h
FSV Zwickau,Preußen Münster,0,1,2016-11-27T14:00:00,a
1. FSV Mainz 05 II,FSV Frankfurt,1,0,2016-11-27T14:00:00,h
Preußen Münster,Chemnitzer FC,1,0,2016-12-02T19:00:00,d
SG Sonnenhof Großaspach,SV Wehen Wiesbaden,2,1,2016-12-02T19:00:00,d
Jahn Regensburg,FC Rot-Weiss Erfurt,0,1,2016-12-02T19:00:00,d
FSV Zwickau,SC Paderborn 07,3,0,2016-12-03T14:00:00,h
Fortuna Köln,VfL Osnabrück,1,1,2016-12-03T14:00:00,a
VfR Aalen,1. FSV Mainz 05 II,0,0,2016-12-03T14:00:00,d
Hallescher FC,Werder Bremen II,2,0,2016-12-03T14:00:00,d
FC Hansa Rostock,Holstein Kiel,1,4,2016-12-03T14:00:00,d
Sportfreunde Lotte,MSV Duisburg,0,2,2016-12-04T14:00:00,a
FSV Frankfurt,1. FC Magdeburg,0,1,2016-12-04T14:00:00,a
Preußen Münster,SC Paderborn 07,0,1,2016-12-10T14:00:00,d
