HomeTeam,AwayTeam,HomeGoals,AwayGoals,Date,win
Preußen Münster,VfR Aalen,4,0,2019-03-02T14:00:00,h
Karlsruher SC,VfL Osnabrück,2,1,2019-03-02T14:00:00,d
FSV Zwickau,Sportfreunde Lotte,0,2,2019-03-02T14:00:00,a
Fortuna Köln,1. FC Kaiserslautern,2,2,2019-03-02T14:00:00,a
SV Meppen,SV Wehen Wiesbaden,1,1,2019-03-02T14:00:00,d
SG Sonnenhof Großaspach,Energie Cottbus,0,0,2019-03-02T14:00:00,d
TSV 1860 München,FC Hansa Rostock,1,2,2019-03-03T13:00:00,a
FC Carl Zeiss Jena,Eintracht Braunschweig,0,0,2019-03-03T14:00:00,d
FC Kickers Würzburg,SpVgg Unterhaching,0,1,2019-03-04T19:00:00,a
KFC Uerdingen 05,Karlsruher SC,1,3,2019-03-08T19:00:00,a
Energie Cottbus,Preußen Münster,3,0,2019-03-09T14:00:00,h
FC Hansa Rostock,SG Sonnenhof Großaspach,0,0,2019-03-09T14:00:00,d
SV Wehen Wiesbaden,TSV 1860 München,0,1,2019-03-09T14:00:00,d
SpVgg Unterhaching,SV Meppen,0,1,2019-03-09T14:00:00,a
Eintracht Braunschweig,FC Kickers Würzburg,2,2,2019-03-09T14:00:00,a
Sportfreunde Lotte,Fortuna Köln,1,2,2019-03-09T14:00:00,a
VfL Osnabrück,FSV Zwickau,3,0,2019-03-09T14:00:00,h
1. FC Kaiserslautern,FC Carl Zeiss Jena,4,1,2019-03-10T13:00:00,d
VfR Aalen,Hallescher FC,0,1,2019-03-10T14:00:00,a
FSV Zwickau,KFC Uerdingen 05,2,0,2019-03-12T19:00:00,h
Fortuna Köln,VfL Osnabrück,0,0,2019-03-12T19:00:00,d
SV Meppen,FC Kickers Würzburg,1,1,2019-03-12T19:00:00,a
TSV 1860 München,SpVgg Unterhaching,1,0,2019-03-12T19:00:00,h
Preußen Münster,FC Hansa Rostock,0,1,2019-03-12T19:00:00,d
1. FC Kaiserslautern,Eintracht Braunschweig,0,0,2019-03-13T19:00:00,d
Karlsruher SC,VfR Aalen,0,3,2019-03-13T19:00:00,a
FC Carl Zeiss Jena,Sportfreunde Lotte,1,1,2019-03-13T19:00:00,d
SG Sonnenhof Großaspach,SV Wehen Wiesbaden,2,3,2019-03-13T19:00:00,d
Hallescher FC,Energie Cottbus,2,3,2019-03-13T19:00:00,h
KFC Uerdingen 05,Fortuna Köln,1,1,2019-03-15T19:00:00,d
SV Wehen Wiesbaden,Preußen Münster,2,0,2019-03-16T14:00:00,h
SpVgg Unterhaching,SG Sonnenhof Großaspach,0,0,2019-03-16T14:00:00,d
FC Kickers Würzburg,TSV 1860 München,2,1,2019-03-16T14:00:00,h
Sportfreunde Lotte,1. FC Kaiserslautern,0,2,2019-03-16T14:00:00,d
VfL Osnabrück,FC Carl Zeiss Jena,3,1,2019-03-16T14:00:00,d
VfR Aalen,FSV Zwickau,1,1,2019-03-16T14:00:00,d
Energie Cottbus,Karlsruher SC,0,2,2019-03-17T13:00:00,a
Eintracht Braunschweig,SV Meppen,3,0,2019-03-17T14:00:00,h
FC Hansa Rostock,Hallescher FC,1,1,2019-03-18T19:00:00,a
Fortuna Köln,VfR Aalen,1,1,2019-03-22T19:00:00,d
FC Carl Zeiss Jena,KFC Uerdingen 05,0,0,2019-03-23T14:00:00,d
TSV 1860 München,SV Meppen,1,0,2019-03-23T14:00:00,h
SG Sonnenhof Großaspach,FC Kickers Würzburg,2,1,2019-03-23T14:00:00,d
Preußen Münster,SpVgg Unterhaching,3,0,2019-03-23T14:00:00,h
Hallescher FC,SV Wehen Wiesbaden,1,4,2019-03-23T14:00:00,a
Karlsruher SC,FC Hansa Rostock,1,1,2019-03-23T14:00:00,h
1. FC Kaiserslautern,VfL Osnabrück,1,3,2019-03-24T13:00:00,a
Sportfreunde Lotte,Eintracht Braunschweig,0,1,2019-03-24T14:00:00,d
FSV Zwickau,Energie Cottbus,2,1,2019-03-25T19:00:00,h
KFC Uerdingen 05,1. FC Kaiserslautern,2,4,2019-03-29T19:00:00,a
SpVgg Unterhaching,Hallescher FC,0,0,2019-03-30T14:00:00,d
FC Kickers Würzburg,Preußen Münster,3,2,2019-03-30T14:00:00,h
SV Meppen,SG Sonnenhof Großaspach,2,1,2019-03-30T14:00:00,a
Eintracht Braunschweig,TSV 1860 München,1,1,2019-03-30T14:00:00,d
Energie Cottbus,Fortuna Köln,4,3,2019-03-30T14:00:00,d
TSV 1860 München,Preußen Münster,1,1,2019-07-19T19:00:00,a
MSV Duisburg,SG Sonnenhof Großaspach,4,1,2019-07-20T14:00:00,d
FC Hansa Rostock,FC Viktoria Köln,3,3,2019-07-20T14:00:00,h
SV Meppen,FSV Zwickau,0,2,2019-07-20T14:00:00,d
1. FC Kaiserslautern,SpVgg Unterhaching,1,1,2019-07-20T14:00:00,h
FC Kickers Würzburg,FC Bayern München II,3,1,2019-07-20T14:00:00,h
1. FC Magdeburg,Eintracht Braunschweig,2,4,2019-07-20T17:45:00,a
Chemnitzer FC,SV Waldhof Mannheim,1,1,2019-07-21T13:00:00,a
KFC Uerdingen 05,Hallescher FC,1,0,2019-07-21T14:00:00,d
FC Carl Zeiss Jena,FC Ingolstadt 04,1,2,2019-07-22T19:00:00,d
FC Bayern München II,KFC Uerdingen 05,2,1,2019-07-26T19:00:00,d
SV Waldhof Mannheim,SV Meppen,0,0,2019-07-27T14:00:00,d
SpVgg Unterhaching,FC Kickers Würzburg,5,4,2019-07-27T14:00:00,d
Eintracht Braunschweig,TSV 1860 München,2,1,2019-07-27T14:00:00,d
Preußen Münster,FC Carl Zeiss Jena,2,0,2019-07-27T14:00:00,d
Hallescher FC,FC Hansa Rostock,1,0,2019-07-27T14:00:00,d
SG Sonnenhof Großaspach,1. FC Kaiserslautern,1,3,2019-07-27T14:00:00,d
FC Ingolstadt 04,MSV Duisburg,3,2,2019-07-27T14:00:00,d
FC Viktoria Köln,Chemnitzer FC,3,2,2019-07-28T13:00:00,h
FSV Zwickau,1. FC Magdeburg,0,0,2019-07-28T14:00:00,d
FC Hansa Rostock,FC Bayern München II,2,1,2019-07-30T19:00:00,h
KFC Uerdingen 05,SpVgg Unterhaching,2,2,2019-07-30T19:00:00,d
FC Carl Zeiss Jena,Eintracht Braunschweig,0,2,2019-07-30T19:00:00,a
1. FC Kaiserslautern,FC Ingolstadt 04,0,0,2019-07-30T19:00:00,d
FC Kickers Würzburg,SG Sonnenhof Großaspach,0,3,2019-07-30T19:00:00,a
MSV Duisburg,Preußen Münster,2,0,2019-07-31T19:00:00,d
TSV 1860 München,FSV Zwickau,3,0,2019-07-31T19:00:00,h
Chemnitzer FC,SV Meppen,2,4,2019-07-31T19:00:00,h
1. FC Magdeburg,SV Waldhof Mannheim,1,1,2019-07-31T19:00:00,d
FC Viktoria Köln,Hallescher FC,0,2,2019-07-31T19:00:00,d
FC Ingolstadt 04,FC Kickers Würzburg,3,0,2019-08-02T19:00:00,d
SV Meppen,1. FC Magdeburg,1,3,2019-08-03T14:00:00,h
SpVgg Unterhaching,FC Hansa Rostock,1,0,2019-08-03T14:00:00,h
FC Bayern München II,FC Viktoria Köln,2,5,2019-08-03T14:00:00,a
Preußen Münster,1. FC Kaiserslautern,3,2,2019-08-03T14:00:00,a
Hallescher FC,Chemnitzer FC,3,1,2019-08-03T14:00:00,h
SG Sonnenhof Großaspach,KFC Uerdingen 05,2,2,2019-08-03T14:00:00,d
Eintracht Braunschweig,MSV Duisburg,0,3,2019-08-04T13:00:00,a
FSV Zwickau,FC Carl Zeiss Jena,2,0,2019-08-04T14:00:00,h
SV Waldhof Mannheim,TSV 1860 München,4,0,2019-08-05T19:00:00,h
Chemnitzer FC,1. FC Magdeburg,0,0,2019-08-16T19:00:00,d
MSV Duisburg,FSV Zwickau,3,1,2019-08-17T14:00:00,d
FC Hansa Rostock,SG Sonnenhof Großaspach,0,1,2019-08-17T14:00:00,d
TSV 1860 München,SV Meppen,0,0,2019-08-17T14:00:00,d
KFC Uerdingen 05,FC Ingolstadt 04,0,3,2019-08-17T14:00:00,a
FC Kickers Würzburg,Preußen Münster,3,2,2019-08-17T14:00:00,h
FC Viktoria Köln,SpVgg Unterhaching,0,2,2019-08-17T14:00:00,d
FC Carl Zeiss Jena,SV Waldhof Mannheim,1,2,2019-08-18T14:00:00,d
1. FC Kaiserslautern,Eintracht Braunschweig,0,3,2019-08-18T14:00:00,d
Hallescher FC,FC Bayern München II,1,2,2019-08-19T19:00:00,d
FC Ingolstadt 04,FC Hansa Rostock,2,2,2019-08-23T19:00:00,h
SV Meppen,FC Carl Zeiss Jena,3,0,2019-08-24T14:00:00,d
Eintracht Braunschweig,FC Kickers Würzburg,5,2,2019-08-24T14:00:00,d
FC Bayern München II,Chemnitzer FC,2,2,2019-08-24T14:00:00,d
Preußen Münster,KFC Uerdingen 05,1,1,2019-08-24T14:00:00,d
1. FC Magdeburg,TSV 1860 München,5,1,2019-08-24T14:00:00,h
SG Sonnenhof Großaspach,FC Viktoria Köln,0,3,2019-08-24T14:00:00,a
SV Waldhof Mannheim,MSV Duisburg,4,3,2019-08-25T14:00:00,d
SpVgg Unterhaching,Hallescher FC,0,3,2019-08-25T14:00:00,a
FSV Zwickau,1. FC Kaiserslautern,3,5,2019-08-26T19:00:00,a
Chemnitzer FC,TSV 1860 München,0,1,2019-08-30T19:00:00,d
FC Hansa Rostock,Preußen Münster,1,0,2019-08-31T14:00:00,d
FC Bayern München II,SpVgg Unterhaching,1,2,2019-08-31T14:00:00,d
Hallescher FC,SG Sonnenhof Großaspach,4,0,2019-08-31T14:00:00,h
FC Kickers Würzburg,FSV Zwickau,0,2,2019-08-31T14:00:00,a
FC Viktoria Köln,FC Ingolstadt 04,3,0,2019-08-31T14:00:00,h
KFC Uerdingen 05,Eintracht Braunschweig,1,2,2019-09-01T14:00:00,d
1. FC Kaiserslautern,SV Waldhof Mannheim,1,1,2019-09-01T14:00:00,d
FC Carl Zeiss Jena,1. FC Magdeburg,1,1,2019-09-02T19:00:00,h
MSV Duisburg,SV Meppen,1,3,2019-10-02T19:00:00,a
1. FC Magdeburg,MSV Duisburg,1,1,2019-09-13T19:00:00,a
TSV 1860 München,FC Carl Zeiss Jena,3,1,2019-09-14T14:00:00,h
FSV Zwickau,KFC Uerdingen 05,1,2,2019-09-14T14:00:00,a
SV Waldhof Mannheim,FC Kickers Würzburg,1,2,2019-09-14T14:00:00,d
SV Meppen,1. FC Kaiserslautern,6,1,2019-09-14T14:00:00,h
Preußen Münster,FC Viktoria Köln,2,3,2019-09-14T14:00:00,a
SG Sonnenhof Großaspach,FC Bayern München II,2,2,2019-09-14T14:00:00,a
Eintracht Braunschweig,FC Hansa Rostock,1,2,2019-09-15T14:00:00,a
FC Ingolstadt 04,Hallescher FC,2,3,2019-09-15T14:00:00,d
SpVgg Unterhaching,Chemnitzer FC,2,1,2019-09-16T19:00:00,h
FC Kickers Würzburg,SV Meppen,3,2,2019-09-20T19:00:00,h
MSV Duisburg,TSV 1860 München,2,1,2019-09-21T14:00:00,d
1. FC Kaiserslautern,1. FC Magdeburg,1,1,2019-09-21T14:00:00,d
SpVgg Unterhaching,SG Sonnenhof Großaspach,2,0,2019-09-21T14:00:00,h
Chemnitzer FC,FC Carl Zeiss Jena,3,2,2019-09-21T14:00:00,d
Hallescher FC,Preußen Münster,2,2,2019-09-21T14:00:00,d
FC Viktoria Köln,Eintracht Braunschweig,0,0,2019-09-21T14:00:00,d
FC Hansa Rostock,FSV Zwickau,1,1,2019-09-22T13:00:00,h
FC Bayern München II,FC Ingolstadt 04,2,1,2019-09-22T14:00:00,d
KFC Uerdingen 05,SV Waldhof Mannheim,0,3,2019-09-23T19:00:00,d
1. FC Magdeburg,FC Kickers Würzburg,3,0,2019-09-27T19:00:00,h
TSV 1860 München,1. FC Kaiserslautern,3,1,2019-09-28T14:00:00,h
FSV Zwickau,FC Viktoria Köln,4,0,2019-09-28T14:00:00,h
FC Carl Zeiss Jena,MSV Duisburg,1,2,2019-09-28T14:00:00,d
Eintracht Braunschweig,Hallescher FC,1,1,2019-09-28T14:00:00,h
Preußen Münster,FC Bayern München II,1,4,2019-09-28T14:00:00,a
SG Sonnenhof Großaspach,Chemnitzer FC,2,0,2019-09-28T14:00:00,h
SV Waldhof Mannheim,FC Hansa Rostock,1,1,2019-09-29T13:00:00,d
SV Meppen,KFC Uerdingen 05,1,2,2019-09-29T14:00:00,a
FC Ingolstadt 04,SpVgg Unterhaching,0,0,2019-09-30T19:00:00,d
KFC Uerdingen 05,1. FC Magdeburg,0,0,2019-10-04T19:00:00,d
FC Hansa Rostock,SV Meppen,2,1,2019-10-05T14:00:00,h
1. FC Kaiserslautern,FC Carl Zeiss Jena,3,1,2019-10-05T14:00:00,d
SpVgg Unterhaching,Preußen Münster,2,2,2019-10-05T14:00:00,h
Hallescher FC,FSV Zwickau,1,1,2019-10-05T14:00:00,a
SG Sonnenhof Großaspach,FC Ingolstadt 04,1,5,2019-10-05T14:00:00,a
FC Viktoria Köln,SV Waldhof Mannheim,2,2,2019-10-05T14:00:00,d
FC Bayern München II,Eintracht Braunschweig,2,0,2019-10-06T13:00:00,h
Chemnitzer FC,MSV Duisburg,3,1,2019-10-06T14:00:00,d
FC Kickers Würzburg,TSV 1860 München,2,1,2019-10-07T19:00:00,h
MSV Duisburg,1. FC Kaiserslautern,3,1,2019-10-18T19:00:00,h
TSV 1860 München,KFC Uerdingen 05,0,1,2019-10-19T14:00:00,d
SV Waldhof Mannheim,Hallescher FC,0,4,2019-10-19T14:00:00,a
Eintracht Braunschweig,SpVgg Unterhaching,0,0,2019-10-19T14:00:00,d
Preußen Münster,SG Sonnenhof Großaspach,1,1,2019-10-19T14:00:00,h
1. FC Magdeburg,FC Hansa Rostock,0,1,2019-10-19T14:00:00,a
FC Ingolstadt 04,Chemnitzer FC,1,1,2019-10-19T14:00:00,h
FSV Zwickau,FC Bayern München II,3,0,2019-10-20T13:00:00,h
FC Carl Zeiss Jena,FC Kickers Würzburg,1,1,2019-10-20T14:00:00,d
SV Meppen,FC Viktoria Köln,1,1,2019-10-21T19:00:00,h
FC Viktoria Köln,1. FC Magdeburg,1,1,2019-10-25T19:00:00,d
FC Hansa Rostock,TSV 1860 München,2,1,2019-10-26T14:00:00,h
KFC Uerdingen 05,FC Carl Zeiss Jena,2,0,2019-10-26T14:00:00,h
SpVgg Unterhaching,FSV Zwickau,0,0,2019-10-26T14:00:00,d
Hallescher FC,SV Meppen,3,3,2019-10-26T14:00:00,d
FC Kickers Würzburg,MSV Duisburg,0,2,2019-10-26T14:00:00,a
FC Ingolstadt 04,Preußen Münster,3,2,2019-10-26T14:00:00,a
Chemnitzer FC,1. FC Kaiserslautern,3,1,2019-10-27T13:00:00,h
SG Sonnenhof Großaspach,Eintracht Braunschweig,1,3,2019-10-27T14:00:00,a
FC Bayern München II,SV Waldhof Mannheim,2,2,2019-10-28T19:00:00,h
FSV Zwickau,SG Sonnenhof Großaspach,0,1,2019-11-01T19:00:00,d
TSV 1860 München,FC Viktoria Köln,4,2,2019-11-02T14:00:00,h
SV Waldhof Mannheim,SpVgg Unterhaching,0,3,2019-11-02T14:00:00,a
1. FC Kaiserslautern,FC Kickers Würzburg,2,3,2019-11-02T14:00:00,d
Eintracht Braunschweig,FC Ingolstadt 04,0,3,2019-11-02T14:00:00,a
Preußen Münster,Chemnitzer FC,3,3,2019-11-02T14:00:00,d
1. FC Magdeburg,Hallescher FC,1,0,2019-11-02T14:00:00,h
SV Meppen,FC Bayern München II,5,3,2019-11-03T13:00:00,d
FC Carl Zeiss Jena,FC Hansa Rostock,3,1,2019-11-03T14:00:00,h
MSV Duisburg,KFC Uerdingen 05,2,0,2019-11-04T19:00:00,h
FC Viktoria Köln,FC Carl Zeiss Jena,2,2,2019-11-08T19:00:00,a
FC Hansa Rostock,MSV Duisburg,1,2,2019-11-09T14:00:00,d
KFC Uerdingen 05,1. FC Kaiserslautern,0,3,2019-11-09T14:00:00,a
SpVgg Unterhaching,SV Meppen,0,0,2019-11-09T14:00:00,d
Hallescher FC,TSV 1860 München,0,1,2019-11-09T14:00:00,a
SG Sonnenhof Großaspach,SV Waldhof Mannheim,0,3,2019-11-09T14:00:00,a
FC Ingolstadt 04,FSV Zwickau,4,2,2019-11-09T14:00:00,h
FC Bayern München II,1. FC Magdeburg,2,1,2019-11-10T13:00:00,h
Chemnitzer FC,FC Kickers Würzburg,0,0,2019-11-10T14:00:00,d
Preußen Münster,Eintracht Braunschweig,1,1,2019-11-11T19:00:00,d
FC Carl Zeiss Jena,Hallescher FC,0,3,2019-11-22T19:00:00,a
FSV Zwickau,Preußen Münster,4,2,2019-11-23T14:00:00,h
SV Waldhof Mannheim,FC Ingolstadt 04,0,0,2019-11-23T14:00:00,d
SV Meppen,SG Sonnenhof Großaspach,2,1,2019-11-23T14:00:00,h
Eintracht Braunschweig,Chemnitzer FC,2,1,2019-11-23T14:00:00,a
1. FC Magdeburg,SpVgg Unterhaching,3,0,2019-11-23T14:00:00,h
FC Kickers Würzburg,KFC Uerdingen 05,1,2,2019-11-23T14:00:00,a
1. FC Kaiserslautern,FC Hansa Rostock,2,0,2019-11-24T13:00:00,h
TSV 1860 München,FC Bayern München II,1,1,2019-11-24T14:00:00,a
MSV Duisburg,FC Viktoria Köln,2,1,2019-11-25T19:00:00,d
FC Bayern München II,FC Carl Zeiss Jena,2,3,2019-11-29T19:00:00,a
FC Hansa Rostock,FC Kickers Würzburg,1,0,2019-11-30T14:00:00,h
Chemnitzer FC,KFC Uerdingen 05,1,1,2019-11-30T14:00:00,d
Preußen Münster,SV Waldhof Mannheim,1,3,2019-11-30T14:00:00,h
Hallescher FC,MSV Duisburg,1,0,2019-11-30T14:00:00,d
SG Sonnenhof Großaspach,1. FC Magdeburg,1,2,2019-11-30T14:00:00,a
FC Viktoria Köln,1. FC Kaiserslautern,2,4,2019-11-30T14:00:00,a
FC Ingolstadt 04,SV Meppen,1,1,2019-12-01T13:00:00,h
SpVgg Unterhaching,TSV 1860 München,2,3,2019-12-01T14:00:00,d
Eintracht Braunschweig,FSV Zwickau,3,1,2019-12-02T19:00:00,h
Chemnitzer FC,FSV Zwickau,2,2,2019-12-06T19:00:00,d
TSV 1860 München,SG Sonnenhof Großaspach,1,1,2019-12-07T14:00:00,h
KFC Uerdingen 05,FC Hansa Rostock,4,1,2019-12-07T14:00:00,h
FC Carl Zeiss Jena,SpVgg Unterhaching,0,3,2019-12-07T14:00:00,a
1. FC Kaiserslautern,Hallescher FC,1,0,2019-12-07T14:00:00,d
1. FC Magdeburg,FC Ingolstadt 04,0,2,2019-12-07T14:00:00,a
FC Kickers Würzburg,FC Viktoria Köln,3,1,2019-12-07T14:00:00,d
SV Waldhof Mannheim,Eintracht Braunschweig,0,0,2019-12-08T13:00:00,d
MSV Duisburg,FC Bayern München II,3,2,2019-12-08T14:00:00,h
SV Meppen,Preußen Münster,3,1,2019-12-09T19:00:00,h
Preußen Münster,1. FC Magdeburg,2,0,2019-12-13T19:00:00,h
FC Hansa Rostock,Chemnitzer FC,1,2,2019-12-14T14:00:00,d
FSV Zwickau,SV Waldhof Mannheim,0,1,2019-12-14T14:00:00,a
Eintracht Braunschweig,SV Meppen,1,2,2019-12-14T14:00:00,a
FC Bayern München II,1. FC Kaiserslautern,1,3,2019-12-14T14:00:00,d
Hallescher FC,FC Kickers Würzburg,2,5,2019-12-14T14:00:00,a
FC Viktoria Köln,KFC Uerdingen 05,0,1,2019-12-14T14:00:00,d
SG Sonnenhof Großaspach,FC Carl Zeiss Jena,1,2,2019-12-15T13:00:00,a
SpVgg Unterhaching,MSV Duisburg,2,2,2019-12-15T14:00:00,d
FC Ingolstadt 04,TSV 1860 München,2,2,2019-12-16T19:00:00,a
FC Viktoria Köln,FC Hansa Rostock,1,5,2019-12-20T19:00:00,a
FSV Zwickau,SV Meppen,2,2,2019-12-21T14:00:00,h
SV Waldhof Mannheim,Chemnitzer FC,4,3,2019-12-21T14:00:00,a
SpVgg Unterhaching,1. FC Kaiserslautern,1,1,2019-12-21T14:00:00,h
Eintracht Braunschweig,1. FC Magdeburg,2,2,2019-12-21T14:00:00,d
Preußen Münster,TSV 1860 München,0,1,2019-12-21T14:00:00,d
SG Sonnenhof Großaspach,MSV Duisburg,1,1,2019-12-21T14:00:00,h
Hallescher FC,KFC Uerdingen 05,1,1,2019-12-22T13:00:00,d
FC Ingolstadt 04,FC Carl Zeiss Jena,5,1,2019-12-22T14:00:00,h
FC Bayern München II,FC Kickers Würzburg,1,1,2019-12-22T15:00:00,d
FC Hansa Rostock,Hallescher FC,1,0,2020-01-24T19:00:00,d
MSV Duisburg,FC Ingolstadt 04,1,1,2020-01-25T14:00:00,d
SV Meppen,SV Waldhof Mannheim,0,1,2020-01-25T14:00:00,a
FC Carl Zeiss Jena,Preußen Münster,1,2,2020-01-25T14:00:00,a
Chemnitzer FC,FC Viktoria Köln,2,2,2020-01-25T14:00:00,d
1. FC Magdeburg,FSV Zwickau,1,2,2020-01-25T14:00:00,h
FC Kickers Würzburg,SpVgg Unterhaching,1,2,2020-01-25T14:00:00,d
TSV 1860 München,Eintracht Braunschweig,4,1,2020-01-26T13:00:00,h
KFC Uerdingen 05,FC Bayern München II,0,3,2020-01-26T14:00:00,a
1. FC Kaiserslautern,SG Sonnenhof Großaspach,0,0,2020-01-27T19:00:00,d
Hallescher FC,FC Viktoria Köln,3,4,2020-01-31T19:00:00,a
SV Meppen,Chemnitzer FC,1,2,2020-02-01T14:00:00,h
SpVgg Unterhaching,KFC Uerdingen 05,1,0,2020-02-01T14:00:00,h
Eintracht Braunschweig,FC Carl Zeiss Jena,1,1,2020-02-01T14:00:00,a
FC Bayern München II,FC Hansa Rostock,1,0,2020-02-01T14:00:00,h
Preußen Münster,MSV Duisburg,1,4,2020-02-01T14:00:00,a
FC Ingolstadt 04,1. FC Kaiserslautern,2,1,2020-02-01T14:00:00,d
SV Waldhof Mannheim,1. FC Magdeburg,1,1,2020-02-02T13:00:00,d
FSV Zwickau,TSV 1860 München,2,2,2020-02-02T14:00:00,d
SG Sonnenhof Großaspach,FC Kickers Würzburg,0,6,2020-02-03T19:00:00,a
MSV Duisburg,Eintracht Braunschweig,1,1,2020-02-07T19:00:00,a
FC Hansa Rostock,SpVgg Unterhaching,1,1,2020-02-08T14:00:00,d
TSV 1860 München,SV Waldhof Mannheim,1,1,2020-02-08T14:00:00,d
KFC Uerdingen 05,SG Sonnenhof Großaspach,2,1,2020-02-08T14:00:00,d
1. FC Kaiserslautern,Preußen Münster,1,1,2020-02-08T14:00:00,d
1. FC Magdeburg,SV Meppen,0,2,2020-02-08T14:00:00,d
FC Viktoria Köln,FC Bayern München II,2,4,2020-02-08T14:00:00,a
FC Kickers Würzburg,FC Ingolstadt 04,3,1,2020-02-09T13:00:00,a
Chemnitzer FC,Hallescher FC,3,0,2020-02-09T14:00:00,d
FC Carl Zeiss Jena,FSV Zwickau,2,1,2020-02-10T19:00:00,a
Preußen Münster,FC Kickers Würzburg,0,0,2020-02-14T19:00:00,d
SV Meppen,TSV 1860 München,1,1,2020-02-15T14:00:00,h
SpVgg Unterhaching,FC Viktoria Köln,1,1,2020-02-15T14:00:00,a
Eintracht Braunschweig,1. FC Kaiserslautern,2,0,2020-02-15T14:00:00,h
1. FC Magdeburg,Chemnitzer FC,1,1,2020-02-15T14:00:00,a
SG Sonnenhof Großaspach,FC Hansa Rostock,0,1,2020-02-15T14:00:00,a
FC Ingolstadt 04,KFC Uerdingen 05,0,1,2020-02-15T14:00:00,d
FSV Zwickau,MSV Duisburg,1,0,2020-02-16T13:00:00,d
SV Waldhof Mannheim,FC Carl Zeiss Jena,1,1,2020-02-16T14:00:00,a
FC Bayern München II,Hallescher FC,6,1,2020-02-17T19:00:00,h
FC Viktoria Köln,SG Sonnenhof Großaspach,1,0,2020-02-21T19:00:00,h
MSV Duisburg,SV Waldhof Mannheim,2,3,2020-02-22T14:00:00,h
FC Hansa Rostock,FC Ingolstadt 04,3,0,2020-02-22T14:00:00,h
KFC Uerdingen 05,Preußen Münster,0,2,2020-02-22T14:00:00,a
FC Carl Zeiss Jena,SV Meppen,0,2,2020-02-22T14:00:00,a
1. FC Kaiserslautern,FSV Zwickau,0,0,2020-02-22T14:00:00,d
FC Kickers Würzburg,Eintracht Braunschweig,3,1,2020-02-22T14:00:00,h
TSV 1860 München,1. FC Magdeburg,1,1,2020-02-23T13:00:00,h
Hallescher FC,SpVgg Unterhaching,3,5,2020-02-23T14:00:00,a
Chemnitzer FC,FC Bayern München II,1,0,2020-02-24T19:00:00,h
SpVgg Unterhaching,FC Bayern München II,0,1,2020-02-28T19:00:00,a
TSV 1860 München,Chemnitzer FC,4,3,2020-02-29T14:00:00,a
FSV Zwickau,FC Kickers Würzburg,1,2,2020-02-29T14:00:00,h
SV Waldhof Mannheim,1. FC Kaiserslautern,1,1,2020-02-29T14:00:00,d
Eintracht Braunschweig,KFC Uerdingen 05,4,1,2020-02-29T14:00:00,h
1. FC Magdeburg,FC Carl Zeiss Jena,6,2,2020-02-29T14:00:00,h
SG Sonnenhof Großaspach,Hallescher FC,1,0,2020-02-29T14:00:00,d
FC Ingolstadt 04,FC Viktoria Köln,0,1,2020-03-01T13:00:00,d
SV Meppen,MSV Duisburg,1,0,2020-03-01T14:00:00,d
Preußen Münster,FC Hansa Rostock,1,0,2020-03-02T19:00:00,d
MSV Duisburg,1. FC Magdeburg,1,0,2020-03-06T19:00:00,h
FC Carl Zeiss Jena,TSV 1860 München,0,3,2020-03-07T14:00:00,a
1. FC Kaiserslautern,SV Meppen,3,3,2020-03-07T14:00:00,d
Chemnitzer FC,SpVgg Unterhaching,1,0,2020-03-07T14:00:00,h
FC Bayern München II,SG Sonnenhof Großaspach,2,0,2020-03-07T14:00:00,d
FC Kickers Würzburg,SV Waldhof Mannheim,0,0,2020-03-07T14:00:00,d
FC Viktoria Köln,Preußen Münster,2,1,2020-03-07T14:00:00,d
KFC Uerdingen 05,FSV Zwickau,4,2,2020-03-08T13:00:00,h
Hallescher FC,FC Ingolstadt 04,1,1,2020-03-08T14:00:00,d
FC Hansa Rostock,Eintracht Braunschweig,3,0,2020-03-09T19:00:00,h
FSV Zwickau,FC Hansa Rostock,2,2,2020-05-30T14:00:00,a
SV Waldhof Mannheim,KFC Uerdingen 05,1,2,2020-05-30T14:00:00,d
SV Meppen,FC Kickers Würzburg,1,3,2020-05-30T14:00:00,d
Eintracht Braunschweig,FC Viktoria Köln,4,2,2020-05-30T14:00:00,h
1. FC Magdeburg,1. FC Kaiserslautern,0,1,2020-05-30T14:00:00,a
SG Sonnenhof Großaspach,SpVgg Unterhaching,0,2,2020-05-30T14:00:00,a
FC Ingolstadt 04,FC Bayern München II,1,2,2020-05-30T14:00:00,d
TSV 1860 München,MSV Duisburg,3,2,2020-05-31T13:00:00,a
Preußen Münster,Hallescher FC,4,1,2020-05-31T14:00:00,h
FC Carl Zeiss Jena,Chemnitzer FC,0,1,2020-05-31T17:00:00,d
KFC Uerdingen 05,SV Meppen,0,0,2020-06-02T19:00:00,d
FC Kickers Würzburg,1. FC Magdeburg,0,1,2020-06-02T19:00:00,a
FC Viktoria Köln,FSV Zwickau,3,0,2020-06-02T19:00:00,d
FC Hansa Rostock,SV Waldhof Mannheim,0,1,2020-06-02T20:30:00,d
SpVgg Unterhaching,FC Ingolstadt 04,1,2,2020-06-02T20:30:00,d
MSV Duisburg,FC Carl Zeiss Jena,1,1,2020-06-03T19:00:00,h
FC Bayern München II,Preußen Münster,3,2,2020-06-03T19:00:00,d
Hallescher FC,Eintracht Braunschweig,0,1,2020-06-03T19:00:00,a
