HomeTeam,AwayTeam,HomeGoals,AwayGoals,Date,win
Energie Cottbus,SG Dynamo Dresden,2,1,2011-07-15T18:00:00,h
FSV Frankfurt,1. FC Union Berlin,1,1,2011-07-15T18:00:00,d
SpVgg Greuther Fürth,Eintracht Frankfurt,2,3,2011-07-15T20:30:00,a
FC St. Pauli,FC Ingolstadt 04,2,0,2011-07-16T13:00:00,d
Erzgebirge Aue,Alemannia Aachen,1,0,2011-07-16T13:00:00,h
FC Hansa Rostock,SC Paderborn 07,1,2,2011-07-17T15:30:00,a
Eintracht Braunschweig,TSV 1860 München,3,1,2011-07-17T15:30:00,h
Karlsruher SC,MSV Duisburg,3,2,2011-07-17T15:30:00,h
Fortuna Düsseldorf,VfL Bochum,2,0,2011-07-18T20:15:00,h
VfL Bochum,FSV Frankfurt,1,0,2011-07-22T18:00:00,h
FC Ingolstadt 04,Erzgebirge Aue,0,0,2011-07-22T18:00:00,d
MSV Duisburg,Energie Cottbus,1,2,2011-07-22T20:30:00,a
TSV 1860 München,Karlsruher SC,2,1,2011-07-23T15:30:00,h
1. FC Union Berlin,SpVgg Greuther Fürth,0,4,2011-07-23T15:30:00,a
Alemannia Aachen,Eintracht Braunschweig,0,2,2011-07-24T15:30:00,a
SC Paderborn 07,Fortuna Düsseldorf,1,1,2011-07-24T15:30:00,d
SG Dynamo Dresden,FC Hansa Rostock,1,1,2011-07-24T15:30:00,d
Eintracht Frankfurt,FC St. Pauli,1,1,2011-07-25T20:15:00,d
FC St. Pauli,Alemannia Aachen,3,1,2011-08-05T18:00:00,h
Fortuna Düsseldorf,FC Ingolstadt 04,4,1,2011-08-05T18:00:00,h
1. FC Union Berlin,SC Paderborn 07,3,0,2011-08-05T18:00:00,h
SpVgg Greuther Fürth,SG Dynamo Dresden,1,0,2011-08-06T13:00:00,d
Energie Cottbus,TSV 1860 München,0,5,2011-08-06T13:00:00,a
Erzgebirge Aue,Karlsruher SC,0,2,2011-08-07T13:30:00,a
FSV Frankfurt,MSV Duisburg,0,0,2011-08-07T13:30:00,d
Eintracht Braunschweig,Eintracht Frankfurt,0,3,2011-08-07T13:30:00,a
FC Hansa Rostock,VfL Bochum,0,0,2011-08-08T20:15:00,d
Karlsruher SC,Eintracht Braunschweig,1,3,2011-08-12T18:00:00,a
SG Dynamo Dresden,1. FC Union Berlin,4,0,2011-08-12T18:00:00,h
VfL Bochum,FC St. Pauli,1,2,2011-08-12T20:30:00,d
Alemannia Aachen,Energie Cottbus,0,2,2011-08-13T13:00:00,a
SC Paderborn 07,SpVgg Greuther Fürth,0,1,2011-08-13T13:00:00,a
MSV Duisburg,FC Hansa Rostock,0,0,2011-08-14T13:30:00,d
TSV 1860 München,Erzgebirge Aue,4,0,2011-08-14T13:30:00,d
FC Ingolstadt 04,FSV Frankfurt,1,1,2011-08-14T13:30:00,d
Eintracht Frankfurt,Fortuna Düsseldorf,1,1,2011-08-15T20:15:00,d
SpVgg Greuther Fürth,FC Ingolstadt 04,3,0,2011-08-19T18:00:00,h
Fortuna Düsseldorf,TSV 1860 München,3,1,2011-08-19T18:00:00,h
FC Hansa Rostock,Alemannia Aachen,0,0,2011-08-19T18:00:00,d
1. FC Union Berlin,VfL Bochum,2,1,2011-08-20T13:00:00,h
Eintracht Braunschweig,Erzgebirge Aue,1,1,2011-08-20T13:00:00,d
Energie Cottbus,Karlsruher SC,2,0,2011-08-21T13:30:00,h
FSV Frankfurt,Eintracht Frankfurt,0,4,2011-08-21T13:30:00,a
SG Dynamo Dresden,SC Paderborn 07,1,2,2011-08-21T13:30:00,a
FC St. Pauli,MSV Duisburg,2,1,2011-08-22T20:15:00,h
VfL Bochum,SpVgg Greuther Fürth,1,4,2011-08-26T18:00:00,a
MSV Duisburg,SG Dynamo Dresden,3,0,2011-08-26T18:00:00,h
FC Ingolstadt 04,FC Hansa Rostock,3,1,2011-08-26T18:00:00,h
Alemannia Aachen,Fortuna Düsseldorf,0,0,2011-08-27T13:00:00,d
Karlsruher SC,FSV Frankfurt,0,4,2011-08-27T13:00:00,a
Eintracht Frankfurt,SC Paderborn 07,0,0,2011-08-28T13:30:00,d
TSV 1860 München,1. FC Union Berlin,3,1,2011-08-28T13:30:00,h
Eintracht Braunschweig,FC St. Pauli,1,0,2011-08-28T13:30:00,h
Erzgebirge Aue,Energie Cottbus,0,0,2011-08-29T20:15:00,d
SpVgg Greuther Fürth,MSV Duisburg,2,1,2011-09-09T18:00:00,h
SC Paderborn 07,Alemannia Aachen,0,0,2011-09-09T18:00:00,d
FC Hansa Rostock,Eintracht Braunschweig,0,0,2011-09-09T18:00:00,d
Energie Cottbus,Eintracht Frankfurt,3,3,2011-09-10T13:00:00,d
Fortuna Düsseldorf,Karlsruher SC,4,2,2011-09-10T13:00:00,h
FC St. Pauli,TSV 1860 München,4,2,2011-09-11T13:30:00,h
1. FC Union Berlin,FC Ingolstadt 04,4,1,2011-09-11T13:30:00,h
FSV Frankfurt,Erzgebirge Aue,1,1,2011-09-11T13:30:00,d
SG Dynamo Dresden,VfL Bochum,2,1,2011-09-12T20:15:00,h
Eintracht Frankfurt,FC Hansa Rostock,4,1,2011-09-16T18:00:00,h
Erzgebirge Aue,Fortuna Düsseldorf,2,4,2011-09-16T18:00:00,a
FC Ingolstadt 04,SG Dynamo Dresden,4,2,2011-09-16T18:00:00,h
MSV Duisburg,1. FC Union Berlin,1,1,2011-09-17T13:00:00,d
Eintracht Braunschweig,Energie Cottbus,3,1,2011-09-17T13:00:00,h
VfL Bochum,SC Paderborn 07,0,4,2011-09-18T13:30:00,a
TSV 1860 München,FSV Frankfurt,4,0,2011-09-18T13:30:00,h
Alemannia Aachen,SpVgg Greuther Fürth,0,0,2011-09-18T13:30:00,d
Karlsruher SC,FC St. Pauli,0,2,2011-09-19T20:15:00,a
SC Paderborn 07,FC Ingolstadt 04,4,1,2011-09-23T18:00:00,h
FSV Frankfurt,Eintracht Braunschweig,1,1,2011-09-23T18:00:00,d
FC St. Pauli,Erzgebirge Aue,2,3,2011-09-23T18:00:00,a
1. FC Union Berlin,Alemannia Aachen,2,0,2011-09-24T13:00:00,h
Fortuna Düsseldorf,Energie Cottbus,4,2,2011-09-24T13:00:00,h
FC Hansa Rostock,Karlsruher SC,1,1,2011-09-25T13:30:00,d
SpVgg Greuther Fürth,TSV 1860 München,2,0,2011-09-25T13:30:00,h
VfL Bochum,MSV Duisburg,2,1,2011-09-25T13:30:00,h
SG Dynamo Dresden,Eintracht Frankfurt,1,4,2011-09-26T20:15:00,a
Alemannia Aachen,FSV Frankfurt,1,3,2011-09-30T18:00:00,a
Eintracht Frankfurt,1. FC Union Berlin,3,1,2011-09-30T18:00:00,h
Erzgebirge Aue,FC Hansa Rostock,1,0,2011-09-30T18:00:00,h
FC Ingolstadt 04,VfL Bochum,3,5,2011-10-01T13:00:00,a
Energie Cottbus,FC St. Pauli,1,4,2011-10-01T13:00:00,a
Karlsruher SC,SpVgg Greuther Fürth,2,2,2011-10-02T13:30:00,d
TSV 1860 München,SG Dynamo Dresden,2,4,2011-10-02T13:30:00,a
MSV Duisburg,SC Paderborn 07,0,1,2011-10-02T13:30:00,a
Eintracht Braunschweig,Fortuna Düsseldorf,1,1,2011-10-03T20:15:00,d
VfL Bochum,Eintracht Frankfurt,0,2,2011-10-14T18:00:00,a
SC Paderborn 07,Eintracht Braunschweig,1,0,2011-10-14T18:00:00,h
FC Hansa Rostock,TSV 1860 München,2,0,2011-10-14T18:00:00,h
MSV Duisburg,FC Ingolstadt 04,3,1,2011-10-15T13:00:00,h
1. FC Union Berlin,Karlsruher SC,2,0,2011-10-15T13:00:00,h
SpVgg Greuther Fürth,Erzgebirge Aue,2,0,2011-10-16T13:30:00,h
FSV Frankfurt,Energie Cottbus,0,1,2011-10-16T13:30:00,a
SG Dynamo Dresden,Alemannia Aachen,1,1,2011-10-16T13:30:00,d
FC St. Pauli,Fortuna Düsseldorf,1,3,2011-10-17T20:15:00,a
Fortuna Düsseldorf,FC Hansa Rostock,2,0,2011-10-21T18:00:00,h
TSV 1860 München,SC Paderborn 07,1,1,2011-10-21T18:00:00,d
Karlsruher SC,VfL Bochum,0,0,2011-10-21T18:00:00,d
Energie Cottbus,SpVgg Greuther Fürth,0,2,2011-10-22T13:00:00,a
Eintracht Braunschweig,SG Dynamo Dresden,0,2,2011-10-22T13:00:00,a
Eintracht Frankfurt,MSV Duisburg,3,0,2011-10-23T13:30:00,h
FC St. Pauli,FSV Frankfurt,2,1,2011-10-23T13:30:00,h
Erzgebirge Aue,1. FC Union Berlin,1,1,2011-10-23T13:30:00,d
Alemannia Aachen,FC Ingolstadt 04,3,1,2011-10-23T13:30:00,h
VfL Bochum,Alemannia Aachen,1,0,2011-10-28T18:00:00,h
1. FC Union Berlin,FC St. Pauli,0,2,2011-10-28T18:00:00,a
FC Hansa Rostock,Energie Cottbus,1,1,2011-10-28T18:00:00,d
SC Paderborn 07,Erzgebirge Aue,1,0,2011-10-29T13:00:00,h
SG Dynamo Dresden,Karlsruher SC,5,1,2011-10-29T13:00:00,h
MSV Duisburg,TSV 1860 München,0,3,2011-10-30T13:30:00,a
FSV Frankfurt,Fortuna Düsseldorf,2,5,2011-10-30T13:30:00,a
FC Ingolstadt 04,Eintracht Frankfurt,1,1,2011-10-30T13:30:00,d
SpVgg Greuther Fürth,Eintracht Braunschweig,1,3,2011-10-31T20:15:00,a
Fortuna Düsseldorf,SG Dynamo Dresden,2,1,2011-11-04T18:00:00,h
Karlsruher SC,FC Ingolstadt 04,3,2,2011-11-04T18:00:00,h
Eintracht Braunschweig,1. FC Union Berlin,1,2,2011-11-04T18:00:00,a
FC St. Pauli,SpVgg Greuther Fürth,2,2,2011-11-05T13:00:00,d
TSV 1860 München,VfL Bochum,1,3,2011-11-05T13:00:00,a
Energie Cottbus,SC Paderborn 07,0,2,2011-11-06T13:30:00,a
Alemannia Aachen,MSV Duisburg,2,2,2011-11-06T13:30:00,d
FSV Frankfurt,FC Hansa Rostock,0,0,2011-11-06T13:30:00,d
Erzgebirge Aue,Eintracht Frankfurt,1,2,2011-11-07T20:15:00,a
MSV Duisburg,Eintracht Braunschweig,3,0,2011-11-18T18:00:00,h
SC Paderborn 07,Karlsruher SC,2,1,2011-11-18T18:00:00,h
FC Ingolstadt 04,TSV 1860 München,0,1,2011-11-18T18:00:00,a
1. FC Union Berlin,Fortuna Düsseldorf,0,0,2011-11-19T13:00:00,d
FC Hansa Rostock,FC St. Pauli,1,3,2011-11-19T13:00:00,a
Eintracht Frankfurt,Alemannia Aachen,4,3,2011-11-20T13:30:00,h
SpVgg Greuther Fürth,FSV Frankfurt,4,0,2011-11-20T13:30:00,h
SG Dynamo Dresden,Erzgebirge Aue,1,2,2011-11-20T13:30:00,a
VfL Bochum,Energie Cottbus,0,1,2011-11-21T20:15:00,a
Erzgebirge Aue,MSV Duisburg,1,2,2011-11-25T18:00:00,a
FSV Frankfurt,SC Paderborn 07,2,2,2011-11-25T18:00:00,d
FC Hansa Rostock,1. FC Union Berlin,2,5,2011-11-25T18:00:00,a
TSV 1860 München,Eintracht Frankfurt,2,1,2011-11-26T13:00:00,h
Karlsruher SC,Alemannia Aachen,0,2,2011-11-26T13:00:00,a
FC St. Pauli,SG Dynamo Dresden,3,1,2011-11-27T13:30:00,h
Energie Cottbus,FC Ingolstadt 04,0,0,2011-11-27T13:30:00,d
Eintracht Braunschweig,VfL Bochum,4,0,2011-11-27T13:30:00,h
Fortuna Düsseldorf,SpVgg Greuther Fürth,2,1,2011-11-28T20:15:00,h
1. FC Union Berlin,Energie Cottbus,1,0,2011-12-02T18:00:00,h
SC Paderborn 07,FC St. Pauli,1,1,2011-12-02T18:00:00,d
FC Ingolstadt 04,Eintracht Braunschweig,0,1,2011-12-02T18:00:00,a
Eintracht Frankfurt,Karlsruher SC,2,0,2011-12-03T13:00:00,h
SpVgg Greuther Fürth,FC Hansa Rostock,3,0,2011-12-03T13:00:00,h
VfL Bochum,Erzgebirge Aue,6,0,2011-12-04T13:30:00,h
Alemannia Aachen,TSV 1860 München,2,2,2011-12-04T13:30:00,d
SG Dynamo Dresden,FSV Frankfurt,2,2,2011-12-04T13:30:00,d
MSV Duisburg,Fortuna Düsseldorf,0,2,2011-12-05T20:15:00,a
MSV Duisburg,Karlsruher SC,3,1,2011-12-09T18:00:00,h
TSV 1860 München,Eintracht Braunschweig,3,0,2011-12-09T18:00:00,h
SC Paderborn 07,FC Hansa Rostock,2,0,2011-12-09T18:00:00,h
VfL Bochum,Fortuna Düsseldorf,1,1,2011-12-10T13:00:00,d
1. FC Union Berlin,FSV Frankfurt,4,0,2011-12-10T13:00:00,h
Alemannia Aachen,Erzgebirge Aue,1,1,2011-12-11T13:30:00,d
FC Ingolstadt 04,FC St. Pauli,1,0,2011-12-11T13:30:00,h
SG Dynamo Dresden,Energie Cottbus,2,1,2011-12-11T13:30:00,h
Eintracht Frankfurt,SpVgg Greuther Fürth,0,0,2011-12-12T20:15:00,d
SpVgg Greuther Fürth,1. FC Union Berlin,5,0,2011-12-16T18:00:00,h
Erzgebirge Aue,FC Ingolstadt 04,1,1,2011-12-16T18:00:00,d
Fortuna Düsseldorf,SC Paderborn 07,2,3,2011-12-16T18:00:00,a
FSV Frankfurt,VfL Bochum,0,2,2011-12-17T13:00:00,a
Karlsruher SC,TSV 1860 München,1,3,2011-12-17T13:00:00,a
Energie Cottbus,MSV Duisburg,1,1,2011-12-18T13:30:00,d
Eintracht Braunschweig,Alemannia Aachen,1,1,2011-12-18T13:30:00,d
FC Hansa Rostock,SG Dynamo Dresden,2,2,2011-12-18T13:30:00,d
FC St. Pauli,Eintracht Frankfurt,2,0,2011-12-19T20:15:00,h
MSV Duisburg,FSV Frankfurt,1,2,2012-02-03T18:00:00,a
SC Paderborn 07,1. FC Union Berlin,3,2,2012-02-03T18:00:00,h
SG Dynamo Dresden,SpVgg Greuther Fürth,3,1,2012-02-03T18:00:00,h
Alemannia Aachen,FC St. Pauli,2,1,2012-02-04T13:00:00,h
FC Ingolstadt 04,Fortuna Düsseldorf,1,1,2012-02-04T13:00:00,d
Eintracht Frankfurt,Eintracht Braunschweig,2,1,2012-02-05T13:30:00,h
VfL Bochum,FC Hansa Rostock,2,1,2012-02-05T13:30:00,h
Karlsruher SC,Erzgebirge Aue,2,1,2012-02-05T13:30:00,h
TSV 1860 München,Energie Cottbus,2,0,2012-02-06T20:15:00,h
Energie Cottbus,Alemannia Aachen,1,1,2012-02-10T18:00:00,d
FSV Frankfurt,FC Ingolstadt 04,1,1,2012-02-10T18:00:00,d
1. FC Union Berlin,SG Dynamo Dresden,4,0,2012-02-11T13:00:00,h
Eintracht Braunschweig,Karlsruher SC,0,0,2012-02-11T13:00:00,d
FC St. Pauli,VfL Bochum,2,1,2012-02-12T13:30:00,h
SpVgg Greuther Fürth,SC Paderborn 07,5,1,2012-02-12T13:30:00,h
FC Hansa Rostock,MSV Duisburg,4,2,2012-02-12T13:30:00,h
Fortuna Düsseldorf,Eintracht Frankfurt,1,1,2012-02-13T20:15:00,d
Erzgebirge Aue,TSV 1860 München,0,0,2012-03-14T18:30:00,d
MSV Duisburg,FC St. Pauli,0,1,2012-02-17T18:00:00,a
SC Paderborn 07,SG Dynamo Dresden,2,2,2012-02-17T18:00:00,d
Karlsruher SC,Energie Cottbus,2,0,2012-02-17T18:00:00,h
Eintracht Frankfurt,FSV Frankfurt,6,1,2012-02-18T13:00:00,h
VfL Bochum,1. FC Union Berlin,4,2,2012-02-18T13:00:00,h
TSV 1860 München,Fortuna Düsseldorf,2,1,2012-02-19T13:30:00,h
FC Ingolstadt 04,SpVgg Greuther Fürth,0,0,2012-02-19T13:30:00,d
Alemannia Aachen,FC Hansa Rostock,0,0,2012-02-19T14:10:00,d
Erzgebirge Aue,Eintracht Braunschweig,1,1,2012-02-20T20:15:00,d
1. FC Union Berlin,TSV 1860 München,0,1,2012-02-24T18:00:00,a
FC Hansa Rostock,FC Ingolstadt 04,1,2,2012-02-24T18:00:00,a
SG Dynamo Dresden,MSV Duisburg,2,0,2012-02-24T18:00:00,h
SpVgg Greuther Fürth,VfL Bochum,6,2,2012-02-25T13:00:00,h
Energie Cottbus,Erzgebirge Aue,2,0,2012-02-25T13:00:00,h
FC St. Pauli,Eintracht Braunschweig,0,0,2012-02-26T13:30:00,d
SC Paderborn 07,Eintracht Frankfurt,4,2,2012-02-26T13:30:00,d
FSV Frankfurt,Karlsruher SC,2,1,2012-02-26T13:30:00,h
Fortuna Düsseldorf,Alemannia Aachen,0,0,2012-02-27T20:15:00,d
MSV Duisburg,SpVgg Greuther Fürth,0,2,2012-03-02T18:00:00,a
FC Ingolstadt 04,1. FC Union Berlin,3,3,2012-03-02T18:00:00,d
VfL Bochum,SG Dynamo Dresden,0,2,2012-03-02T20:30:00,a
Alemannia Aachen,SC Paderborn 07,0,3,2012-03-03T13:00:00,a
Karlsruher SC,Fortuna Düsseldorf,0,5,2012-03-03T13:00:00,a
Eintracht Frankfurt,Energie Cottbus,1,0,2012-03-04T13:30:00,h
Erzgebirge Aue,FSV Frankfurt,4,3,2012-03-04T13:30:00,h
Eintracht Braunschweig,FC Hansa Rostock,3,2,2012-03-04T13:30:00,h
TSV 1860 München,FC St. Pauli,1,1,2012-03-05T20:15:00,a
SpVgg Greuther Fürth,Alemannia Aachen,1,0,2012-03-09T18:00:00,h
1. FC Union Berlin,MSV Duisburg,1,1,2012-03-09T18:00:00,d
SC Paderborn 07,VfL Bochum,0,0,2012-03-09T18:00:00,d
Fortuna Düsseldorf,Erzgebirge Aue,3,1,2012-03-10T13:00:00,d
FSV Frankfurt,TSV 1860 München,3,1,2012-03-10T13:00:00,h
Energie Cottbus,Eintracht Braunschweig,1,1,2012-03-11T13:30:00,d
FC Hansa Rostock,Eintracht Frankfurt,1,5,2012-03-11T13:30:00,a
SG Dynamo Dresden,FC Ingolstadt 04,0,0,2012-03-11T13:30:00,d
FC St. Pauli,Karlsruher SC,1,0,2012-03-12T20:15:00,h
Eintracht Frankfurt,SG Dynamo Dresden,3,0,2012-03-16T18:00:00,h
Alemannia Aachen,1. FC Union Berlin,1,3,2012-03-16T18:00:00,a
Eintracht Braunschweig,FSV Frankfurt,0,0,2012-03-16T18:00:00,d
TSV 1860 München,SpVgg Greuther Fürth,1,4,2012-03-17T13:00:00,a
FC Ingolstadt 04,SC Paderborn 07,4,0,2012-03-17T13:00:00,h
Erzgebirge Aue,FC St. Pauli,2,1,2012-03-18T13:30:00,h
MSV Duisburg,VfL Bochum,2,1,2012-03-18T13:30:00,h
Karlsruher SC,FC Hansa Rostock,2,2,2012-03-18T13:30:00,d
Energie Cottbus,Fortuna Düsseldorf,1,1,2012-03-19T20:15:00,d
VfL Bochum,FC Ingolstadt 04,0,1,2012-03-23T18:00:00,a
FSV Frankfurt,Alemannia Aachen,2,1,2012-03-23T18:00:00,h
SG Dynamo Dresden,TSV 1860 München,0,1,2012-03-23T18:00:00,a
SpVgg Greuther Fürth,Karlsruher SC,3,0,2012-03-24T13:00:00,h
Fortuna Düsseldorf,Eintracht Braunschweig,1,1,2012-03-24T13:00:00,d
FC St. Pauli,Energie Cottbus,0,0,2012-03-25T13:30:00,d
SC Paderborn 07,MSV Duisburg,1,2,2012-03-25T13:30:00,a
FC Hansa Rostock,Erzgebirge Aue,0,1,2012-03-25T13:30:00,a
1. FC Union Berlin,Eintracht Frankfurt,0,4,2012-03-26T20:15:00,a
Eintracht Frankfurt,VfL Bochum,3,0,2012-03-30T18:00:00,h
Alemannia Aachen,SG Dynamo Dresden,0,1,2012-03-30T18:00:00,a
Eintracht Braunschweig,SC Paderborn 07,0,0,2012-03-30T18:00:00,d
Erzgebirge Aue,SpVgg Greuther Fürth,1,1,2012-03-31T13:00:00,d
TSV 1860 München,FC Hansa Rostock,0,1,2012-03-31T13:00:00,a
Energie Cottbus,FSV Frankfurt,1,1,2012-04-01T13:30:00,d
FC Ingolstadt 04,MSV Duisburg,1,1,2012-04-01T13:30:00,d
Karlsruher SC,1. FC Union Berlin,2,0,2012-04-01T13:30:00,h
Fortuna Düsseldorf,FC St. Pauli,0,0,2012-04-02T20:15:00,d
SpVgg Greuther Fürth,Energie Cottbus,3,0,2012-04-05T18:00:00,h
1. FC Union Berlin,Erzgebirge Aue,1,0,2012-04-05T18:00:00,h
FC Hansa Rostock,Fortuna Düsseldorf,2,1,2012-04-05T18:00:00,h
MSV Duisburg,Eintracht Frankfurt,2,0,2012-04-07T13:00:00,h
FSV Frankfurt,FC St. Pauli,3,3,2012-04-07T13:00:00,h
SG Dynamo Dresden,Eintracht Braunschweig,2,2,2012-04-07T13:00:00,d
VfL Bochum,Karlsruher SC,0,0,2012-04-08T13:30:00,d
SC Paderborn 07,TSV 1860 München,2,2,2012-04-08T13:30:00,d
FC Ingolstadt 04,Alemannia Aachen,3,3,2012-04-08T13:30:00,d
FC St. Pauli,1. FC Union Berlin,2,1,2012-04-10T17:30:00,a
Energie Cottbus,FC Hansa Rostock,0,1,2012-04-10T17:30:00,a
Fortuna Düsseldorf,FSV Frankfurt,1,0,2012-04-10T17:30:00,h
Eintracht Braunschweig,SpVgg Greuther Fürth,0,0,2012-04-10T17:30:00,d
Eintracht Frankfurt,FC Ingolstadt 04,1,1,2012-04-11T17:30:00,d
Erzgebirge Aue,SC Paderborn 07,0,2,2012-04-11T17:30:00,a
TSV 1860 München,MSV Duisburg,2,1,2012-04-11T17:30:00,h
Alemannia Aachen,VfL Bochum,2,0,2012-04-11T17:30:00,h
Karlsruher SC,SG Dynamo Dresden,2,0,2012-04-11T17:30:00,h
SpVgg Greuther Fürth,FC St. Pauli,2,1,2012-04-13T18:00:00,h
1. FC Union Berlin,Eintracht Braunschweig,1,0,2012-04-13T18:00:00,h
FC Hansa Rostock,FSV Frankfurt,0,5,2012-04-13T18:00:00,a
Eintracht Frankfurt,Erzgebirge Aue,4,0,2012-04-14T13:00:00,h
MSV Duisburg,Alemannia Aachen,2,0,2012-04-14T13:00:00,h
VfL Bochum,TSV 1860 München,2,2,2012-04-15T13:30:00,d
SC Paderborn 07,Energie Cottbus,3,1,2012-04-15T13:30:00,h
FC Ingolstadt 04,Karlsruher SC,2,1,2012-04-15T13:30:00,h
SG Dynamo Dresden,Fortuna Düsseldorf,2,1,2012-04-16T20:15:00,h
Energie Cottbus,VfL Bochum,1,1,2012-04-20T18:00:00,d
FSV Frankfurt,SpVgg Greuther Fürth,1,1,2012-04-20T18:00:00,d
Eintracht Braunschweig,MSV Duisburg,0,0,2012-04-20T18:00:00,d
Erzgebirge Aue,SG Dynamo Dresden,1,1,2012-04-21T13:00:00,d
TSV 1860 München,FC Ingolstadt 04,4,1,2012-04-21T13:00:00,h
FC St. Pauli,FC Hansa Rostock,3,0,2012-04-22T13:30:00,h
Fortuna Düsseldorf,1. FC Union Berlin,2,1,2012-04-22T13:30:00,h
Karlsruher SC,SC Paderborn 07,2,0,2012-04-22T13:30:00,h
Alemannia Aachen,Eintracht Frankfurt,0,3,2012-04-23T20:15:00,a
Eintracht Frankfurt,TSV 1860 München,0,2,2012-04-29T13:30:00,a
VfL Bochum,Eintracht Braunschweig,2,0,2012-04-29T13:30:00,h
SpVgg Greuther Fürth,Fortuna Düsseldorf,1,1,2012-04-29T13:30:00,d
MSV Duisburg,Erzgebirge Aue,2,1,2012-04-29T13:30:00,h
Alemannia Aachen,Karlsruher SC,1,0,2012-04-29T13:30:00,h
1. FC Union Berlin,FC Hansa Rostock,5,4,2012-04-29T13:30:00,h
SC Paderborn 07,FSV Frankfurt,1,0,2012-04-29T13:30:00,h
FC Ingolstadt 04,Energie Cottbus,1,0,2012-04-29T13:30:00,h
SG Dynamo Dresden,FC St. Pauli,1,0,2012-04-29T13:30:00,h
FC St. Pauli,SC Paderborn 07,5,0,2012-05-06T13:30:00,h
Erzgebirge Aue,VfL Bochum,2,1,2012-05-06T13:30:00,h
Energie Cottbus,1. FC Union Berlin,2,1,2012-05-06T13:30:00,h
Fortuna Düsseldorf,MSV Duisburg,2,2,2012-05-06T13:30:00,d
TSV 1860 München,Alemannia Aachen,1,2,2012-05-06T13:30:00,a
FSV Frankfurt,SG Dynamo Dresden,1,1,2012-05-06T13:30:00,d
Karlsruher SC,Eintracht Frankfurt,1,0,2012-05-06T13:30:00,h
Eintracht Braunschweig,FC Ingolstadt 04,3,1,2012-05-06T13:30:00,h
FC Hansa Rostock,SpVgg Greuther Fürth,2,2,2012-05-06T13:30:00,a
FC Ingolstadt 04,Energie Cottbus,2,2,2012-08-03T18:00:00,d
FC Erzgebirge Aue,FC St. Pauli,0,0,2012-08-03T18:00:00,d
Hertha BSC,SC Paderborn 07,2,2,2012-08-03T20:30:00,a
TSV 1860 München,Jahn Regensburg,1,0,2012-08-04T13:00:00,h
VfL Bochum,SG Dynamo Dresden,2,1,2012-08-04T15:30:00,a
MSV Duisburg,VfR Aalen,1,4,2012-08-05T13:30:00,a
SV Sandhausen,FSV Frankfurt,1,1,2012-08-05T13:30:00,d
Eintracht Braunschweig,1. FC Köln,1,0,2012-08-05T15:30:00,h
1. FC Kaiserslautern,1. FC Union Berlin,3,3,2012-08-06T20:15:00,d
1. FC Köln,SV Sandhausen,1,1,2012-08-10T18:00:00,d
VfR Aalen,1. FC Kaiserslautern,1,2,2012-08-10T18:00:00,a
Energie Cottbus,FC Erzgebirge Aue,3,0,2012-08-10T20:30:00,h
SC Paderborn 07,VfL Bochum,4,0,2012-08-11T13:00:00,h
FC St. Pauli,FC Ingolstadt 04,1,1,2012-08-11T15:30:00,d
1. FC Union Berlin,Eintracht Braunschweig,0,1,2012-08-12T13:30:00,a
Jahn Regensburg,MSV Duisburg,2,0,2012-08-12T13:30:00,h
FSV Frankfurt,Hertha BSC,3,1,2012-08-12T15:30:00,h
SG Dynamo Dresden,TSV 1860 München,2,2,2012-08-13T20:15:00,d
Hertha BSC,Jahn Regensburg,2,1,2012-08-24T18:00:00,d
Eintracht Braunschweig,SC Paderborn 07,2,1,2012-08-24T18:00:00,d
SV Sandhausen,1. FC Union Berlin,2,0,2012-08-24T18:00:00,d
MSV Duisburg,SG Dynamo Dresden,1,3,2012-08-25T13:00:00,a
Energie Cottbus,FC St. Pauli,2,0,2012-08-25T13:00:00,h
1. FC Kaiserslautern,TSV 1860 München,0,0,2012-08-26T13:30:00,d
VfL Bochum,VfR Aalen,0,1,2012-08-26T13:30:00,a
FC Ingolstadt 04,FSV Frankfurt,0,2,2012-08-26T13:30:00,a
FC Erzgebirge Aue,1. FC Köln,2,0,2012-08-27T20:15:00,h
TSV 1860 München,MSV Duisburg,3,0,2012-08-31T18:00:00,h
SG Dynamo Dresden,1. FC Kaiserslautern,1,3,2012-08-31T18:00:00,a
1. FC Köln,Energie Cottbus,0,1,2012-08-31T18:15:00,a
FC St. Pauli,SV Sandhausen,2,1,2012-09-01T13:00:00,h
VfR Aalen,Eintracht Braunschweig,0,3,2012-09-01T13:00:00,a
SC Paderborn 07,FC Ingolstadt 04,1,3,2012-09-02T13:30:00,a
FSV Frankfurt,FC Erzgebirge Aue,1,0,2012-09-02T13:30:00,h
Jahn Regensburg,VfL Bochum,0,1,2012-09-02T13:30:00,a
1. FC Union Berlin,Hertha BSC,1,2,2012-09-03T20:15:00,a
VfL Bochum,TSV 1860 München,0,0,2012-09-14T18:00:00,d
FC Ingolstadt 04,1. FC Union Berlin,2,1,2012-09-14T18:00:00,h
Energie Cottbus,FSV Frankfurt,2,2,2012-09-14T18:00:00,d
Eintracht Braunschweig,Jahn Regensburg,1,0,2012-09-15T13:00:00,h
SV Sandhausen,SG Dynamo Dresden,1,1,2012-09-15T13:00:00,d
Hertha BSC,VfR Aalen,2,0,2012-09-16T13:30:00,h
