HomeTeam,AwayTeam,HomeGoals,AwayGoals,Date,win
Eintracht Braunschweig,1. FC Nürnberg,1,0,2014-12-01T20:15:00,h
Fortuna Düsseldorf,SV Sandhausen,1,3,2014-12-05T18:30:00,a
VfL Bochum,FC St. Pauli,3,3,2014-12-05T18:30:00,d
1. FC Heidenheim 1846,VfR Aalen,0,1,2014-12-05T18:30:00,a
1. FC Kaiserslautern,Erzgebirge Aue,3,0,2014-12-06T13:00:00,h
SV Darmstadt 98,SpVgg Greuther Fürth,0,0,2014-12-06T13:00:00,d
Karlsruher SC,Eintracht Braunschweig,1,0,2014-12-07T13:30:00,h
1. FC Union Berlin,FSV Frankfurt,2,1,2014-12-07T13:30:00,h
RB Leipzig,FC Ingolstadt 04,0,1,2014-12-07T13:30:00,a
1. FC Nürnberg,TSV 1860 München,2,1,2014-12-08T20:15:00,h
SpVgg Greuther Fürth,RB Leipzig,0,1,2014-12-12T18:30:00,a
SV Sandhausen,VfL Bochum,0,0,2014-12-12T18:30:00,d
Erzgebirge Aue,1. FC Heidenheim 1846,1,1,2014-12-12T18:30:00,d
Eintracht Braunschweig,1. FC Union Berlin,1,1,2014-12-13T13:00:00,d
TSV 1860 München,Karlsruher SC,2,3,2014-12-13T13:00:00,a
FSV Frankfurt,Fortuna Düsseldorf,0,2,2014-12-13T13:00:00,a
FC St. Pauli,SV Darmstadt 98,0,1,2014-12-14T13:30:00,a
FC Ingolstadt 04,1. FC Kaiserslautern,2,0,2014-12-14T13:30:00,h
VfR Aalen,1. FC Nürnberg,1,2,2014-12-14T13:30:00,a
Eintracht Braunschweig,Fortuna Düsseldorf,2,1,2014-12-16T17:30:00,h
SpVgg Greuther Fürth,VfL Bochum,0,0,2014-12-16T17:30:00,d
1. FC Union Berlin,Karlsruher SC,2,0,2014-12-16T17:30:00,h
FSV Frankfurt,1. FC Heidenheim 1846,2,0,2014-12-16T17:30:00,h
TSV 1860 München,1. FC Kaiserslautern,1,1,2014-12-17T17:30:00,d
FC Ingolstadt 04,FC St. Pauli,2,1,2014-12-17T17:30:00,h
VfR Aalen,RB Leipzig,0,0,2014-12-17T17:30:00,d
SV Sandhausen,SV Darmstadt 98,1,2,2014-12-17T17:30:00,a
Erzgebirge Aue,1. FC Nürnberg,0,1,2014-12-17T17:30:00,a
Karlsruher SC,FSV Frankfurt,4,1,2014-12-19T18:30:00,h
Fortuna Düsseldorf,1. FC Union Berlin,1,0,2014-12-19T18:30:00,h
1. FC Heidenheim 1846,Eintracht Braunschweig,0,1,2014-12-19T18:30:00,a
1. FC Nürnberg,SpVgg Greuther Fürth,0,0,2014-12-20T13:00:00,d
FC St. Pauli,VfR Aalen,3,1,2014-12-20T13:00:00,h
1. FC Kaiserslautern,SV Sandhausen,1,0,2014-12-21T13:30:00,h
VfL Bochum,Erzgebirge Aue,1,1,2014-12-21T13:30:00,d
SV Darmstadt 98,FC Ingolstadt 04,2,2,2014-12-21T13:30:00,d
RB Leipzig,TSV 1860 München,1,1,2014-12-22T20:15:00,h
SpVgg Greuther Fürth,FC Ingolstadt 04,0,1,2015-02-06T18:30:00,a
VfR Aalen,SV Darmstadt 98,0,0,2015-02-06T18:30:00,d
Erzgebirge Aue,RB Leipzig,2,0,2015-02-06T18:30:00,h
1. FC Union Berlin,VfL Bochum,2,1,2015-02-07T13:00:00,h
SV Sandhausen,FC St. Pauli,0,0,2015-02-07T13:00:00,d
Eintracht Braunschweig,1. FC Kaiserslautern,0,2,2015-02-08T13:30:00,a
Karlsruher SC,Fortuna Düsseldorf,1,1,2015-02-08T13:30:00,d
FSV Frankfurt,1. FC Nürnberg,2,1,2015-02-08T13:30:00,h
TSV 1860 München,1. FC Heidenheim 1846,1,2,2015-02-09T20:15:00,a
Fortuna Düsseldorf,Erzgebirge Aue,2,3,2015-02-13T18:30:00,a
VfL Bochum,Eintracht Braunschweig,3,2,2015-02-13T18:30:00,h
1. FC Heidenheim 1846,Karlsruher SC,0,1,2015-02-13T18:30:00,a
1. FC Kaiserslautern,VfR Aalen,1,0,2015-02-14T13:00:00,h
FC Ingolstadt 04,SV Sandhausen,1,3,2015-02-14T13:00:00,a
1. FC Nürnberg,1. FC Union Berlin,3,1,2015-02-15T13:30:00,d
RB Leipzig,FSV Frankfurt,0,1,2015-02-15T13:30:00,a
SV Darmstadt 98,TSV 1860 München,1,1,2015-02-15T13:30:00,a
FC St. Pauli,SpVgg Greuther Fürth,0,1,2015-02-16T20:15:00,a
SpVgg Greuther Fürth,SV Sandhausen,0,0,2015-02-20T18:30:00,d
VfR Aalen,FC Ingolstadt 04,1,1,2015-02-20T18:30:00,d
Erzgebirge Aue,SV Darmstadt 98,0,1,2015-02-20T18:30:00,a
Karlsruher SC,VfL Bochum,0,0,2015-02-21T13:00:00,d
TSV 1860 München,FC St. Pauli,2,1,2015-02-21T13:00:00,h
Fortuna Düsseldorf,1. FC Nürnberg,1,3,2015-02-22T13:30:00,a
1. FC Union Berlin,1. FC Heidenheim 1846,3,1,2015-02-22T13:30:00,h
FSV Frankfurt,1. FC Kaiserslautern,2,0,2015-02-22T13:30:00,h
Eintracht Braunschweig,RB Leipzig,1,1,2015-02-23T20:15:00,d
1. FC Kaiserslautern,SpVgg Greuther Fürth,2,1,2015-02-27T18:30:00,h
VfL Bochum,FSV Frankfurt,3,3,2015-02-27T18:30:00,d
SV Darmstadt 98,Eintracht Braunschweig,1,0,2015-02-27T18:30:00,h
1. FC Nürnberg,Karlsruher SC,1,1,2015-02-28T13:00:00,d
SV Sandhausen,VfR Aalen,2,0,2015-02-28T13:00:00,h
FC St. Pauli,Erzgebirge Aue,0,0,2015-03-01T13:30:00,d
1. FC Heidenheim 1846,Fortuna Düsseldorf,1,2,2015-03-01T13:30:00,d
RB Leipzig,1. FC Union Berlin,3,2,2015-03-01T13:30:00,h
FC Ingolstadt 04,TSV 1860 München,1,1,2015-03-02T20:15:00,d
1. FC Nürnberg,1. FC Heidenheim 1846,0,1,2015-03-06T18:30:00,a
Fortuna Düsseldorf,VfL Bochum,2,2,2015-03-06T18:30:00,d
Erzgebirge Aue,FC Ingolstadt 04,0,3,2015-03-06T18:30:00,a
Eintracht Braunschweig,FC St. Pauli,0,2,2015-03-07T13:00:00,a
VfR Aalen,SpVgg Greuther Fürth,1,1,2015-03-07T13:00:00,d
TSV 1860 München,SV Sandhausen,2,3,2015-03-08T13:30:00,a
1. FC Union Berlin,1. FC Kaiserslautern,0,0,2015-03-08T13:30:00,d
FSV Frankfurt,SV Darmstadt 98,1,1,2015-03-08T13:30:00,d
Karlsruher SC,RB Leipzig,0,0,2015-03-09T20:15:00,d
SpVgg Greuther Fürth,TSV 1860 München,0,3,2015-03-13T18:30:00,a
VfL Bochum,1. FC Heidenheim 1846,4,1,2015-03-13T18:30:00,h
SV Darmstadt 98,1. FC Union Berlin,5,0,2015-03-13T18:30:00,h
1. FC Kaiserslautern,1. FC Nürnberg,2,1,2015-03-14T13:00:00,h
FC St. Pauli,FSV Frankfurt,1,1,2015-03-14T13:00:00,d
FC Ingolstadt 04,Karlsruher SC,1,3,2015-03-15T15:30:00,a
VfR Aalen,Erzgebirge Aue,3,0,2015-03-15T15:30:00,h
SV Sandhausen,Eintracht Braunschweig,0,1,2015-03-15T15:30:00,a
RB Leipzig,Fortuna Düsseldorf,3,1,2015-03-16T20:15:00,h
TSV 1860 München,VfR Aalen,1,1,2015-03-20T18:30:00,d
1. FC Union Berlin,FC St. Pauli,1,0,2015-03-20T18:30:00,h
FSV Frankfurt,SV Sandhausen,1,1,2015-03-20T18:30:00,d
Eintracht Braunschweig,FC Ingolstadt 04,0,0,2015-03-21T13:00:00,d
Fortuna Düsseldorf,SV Darmstadt 98,2,0,2015-03-21T13:00:00,h
Karlsruher SC,1. FC Kaiserslautern,0,0,2015-03-22T13:30:00,d
Erzgebirge Aue,SpVgg Greuther Fürth,0,0,2015-03-22T13:30:00,d
1. FC Heidenheim 1846,RB Leipzig,1,0,2015-03-22T13:30:00,h
1. FC Nürnberg,VfL Bochum,1,2,2015-03-23T20:15:00,a
SpVgg Greuther Fürth,Eintracht Braunschweig,1,2,2015-04-04T13:00:00,a
1. FC Kaiserslautern,1. FC Heidenheim 1846,4,0,2015-04-04T13:00:00,h
TSV 1860 München,Erzgebirge Aue,0,1,2015-04-05T13:30:00,a
FC Ingolstadt 04,FSV Frankfurt,2,0,2015-04-05T13:30:00,h
VfR Aalen,Karlsruher SC,2,2,2015-04-05T13:30:00,d
SV Sandhausen,1. FC Union Berlin,1,1,2015-04-05T13:30:00,d
RB Leipzig,1. FC Nürnberg,2,1,2015-04-05T13:30:00,h
SV Darmstadt 98,VfL Bochum,2,0,2015-04-05T13:30:00,h
FC St. Pauli,Fortuna Düsseldorf,4,0,2015-04-06T20:15:00,h
1. FC Nürnberg,SV Darmstadt 98,1,1,2015-04-10T18:30:00,d
Karlsruher SC,FC St. Pauli,3,0,2015-04-10T18:30:00,h
1. FC Heidenheim 1846,FC Ingolstadt 04,0,1,2015-04-10T18:30:00,a
Eintracht Braunschweig,TSV 1860 München,2,0,2015-04-11T13:00:00,h
FSV Frankfurt,SpVgg Greuther Fürth,1,1,2015-04-11T13:00:00,d
1. FC Union Berlin,VfR Aalen,1,1,2015-04-12T13:30:00,d
Erzgebirge Aue,SV Sandhausen,0,1,2015-04-12T13:30:00,a
VfL Bochum,RB Leipzig,1,2,2015-04-12T13:30:00,a
Fortuna Düsseldorf,1. FC Kaiserslautern,1,1,2015-04-13T20:15:00,d
FC St. Pauli,1. FC Nürnberg,1,0,2015-04-17T18:30:00,h
FC Ingolstadt 04,Fortuna Düsseldorf,3,2,2015-04-17T18:30:00,h
SV Sandhausen,Karlsruher SC,0,0,2015-04-17T18:30:00,d
TSV 1860 München,VfL Bochum,2,1,2015-04-18T13:00:00,h
VfR Aalen,Eintracht Braunschweig,2,1,2015-04-18T13:00:00,h
SpVgg Greuther Fürth,1. FC Union Berlin,2,2,2015-04-19T13:30:00,d
Erzgebirge Aue,FSV Frankfurt,1,0,2015-04-19T13:30:00,h
SV Darmstadt 98,1. FC Heidenheim 1846,1,1,2015-04-19T13:30:00,d
1. FC Kaiserslautern,RB Leipzig,1,1,2015-04-20T20:15:00,d
1. FC Nürnberg,SV Sandhausen,2,0,2015-04-24T18:30:00,h
VfL Bochum,1. FC Kaiserslautern,0,2,2015-04-24T18:30:00,a
RB Leipzig,SV Darmstadt 98,2,1,2015-04-24T18:30:00,h
Karlsruher SC,SpVgg Greuther Fürth,2,1,2015-04-25T13:00:00,h
Fortuna Düsseldorf,TSV 1860 München,1,1,2015-04-25T13:00:00,d
1. FC Union Berlin,FC Ingolstadt 04,2,2,2015-04-26T13:30:00,d
FSV Frankfurt,VfR Aalen,1,1,2015-04-26T13:30:00,d
1. FC Heidenheim 1846,FC St. Pauli,2,1,2015-04-26T13:30:00,h
Eintracht Braunschweig,Erzgebirge Aue,4,2,2015-04-27T20:15:00,h
Eintracht Braunschweig,FSV Frankfurt,2,0,2015-05-02T13:00:00,h
SV Darmstadt 98,1. FC Kaiserslautern,3,2,2015-05-02T13:00:00,h
SpVgg Greuther Fürth,Fortuna Düsseldorf,3,0,2015-05-03T13:30:00,h
TSV 1860 München,1. FC Union Berlin,0,3,2015-05-03T13:30:00,a
FC St. Pauli,RB Leipzig,1,0,2015-05-03T13:30:00,h
VfR Aalen,VfL Bochum,2,4,2015-05-03T13:30:00,a
SV Sandhausen,1. FC Heidenheim 1846,2,2,2015-05-03T13:30:00,d
Erzgebirge Aue,Karlsruher SC,3,1,2015-05-03T13:30:00,h
FC Ingolstadt 04,1. FC Nürnberg,1,1,2015-05-04T20:15:00,d
Fortuna Düsseldorf,VfR Aalen,0,2,2015-05-08T18:30:00,a
FSV Frankfurt,TSV 1860 München,0,1,2015-05-08T18:30:00,a
RB Leipzig,SV Sandhausen,0,4,2015-05-08T18:30:00,a
1. FC Kaiserslautern,FC St. Pauli,0,2,2015-05-09T13:00:00,a
1. FC Union Berlin,Erzgebirge Aue,1,2,2015-05-09T13:00:00,a
1. FC Nürnberg,Eintracht Braunschweig,3,1,2015-05-10T13:30:00,h
VfL Bochum,FC Ingolstadt 04,2,1,2015-05-10T13:30:00,h
1. FC Heidenheim 1846,SpVgg Greuther Fürth,3,0,2015-05-10T13:30:00,h
Karlsruher SC,SV Darmstadt 98,0,1,2015-05-11T20:15:00,a
SpVgg Greuther Fürth,SV Darmstadt 98,1,0,2015-05-17T15:30:00,h
Eintracht Braunschweig,Karlsruher SC,0,2,2015-05-17T15:30:00,a
TSV 1860 München,1. FC Nürnberg,2,1,2015-05-17T15:30:00,a
FC St. Pauli,VfL Bochum,5,1,2015-05-17T15:30:00,h
FC Ingolstadt 04,RB Leipzig,2,1,2015-05-17T15:30:00,h
VfR Aalen,1. FC Heidenheim 1846,2,4,2015-05-17T15:30:00,a
SV Sandhausen,Fortuna Düsseldorf,0,2,2015-05-17T15:30:00,a
FSV Frankfurt,1. FC Union Berlin,1,3,2015-05-17T15:30:00,a
Erzgebirge Aue,1. FC Kaiserslautern,0,0,2015-05-17T15:30:00,d
1. FC Nürnberg,VfR Aalen,2,1,2015-05-24T15:30:00,h
1. FC Kaiserslautern,FC Ingolstadt 04,1,1,2015-05-24T15:30:00,d
Karlsruher SC,TSV 1860 München,2,0,2015-05-24T15:30:00,h
Fortuna Düsseldorf,FSV Frankfurt,2,3,2015-05-24T15:30:00,a
1. FC Union Berlin,Eintracht Braunschweig,2,0,2015-05-24T15:30:00,h
VfL Bochum,SV Sandhausen,0,0,2015-05-24T15:30:00,d
1. FC Heidenheim 1846,Erzgebirge Aue,2,2,2015-05-24T15:30:00,d
RB Leipzig,SpVgg Greuther Fürth,2,0,2015-05-24T15:30:00,h
SV Darmstadt 98,FC St. Pauli,1,0,2015-05-24T15:30:00,h
MSV Duisburg,1. FC Kaiserslautern,1,3,2015-07-24T20:30:00,a
SpVgg Greuther Fürth,Karlsruher SC,1,0,2015-07-25T13:00:00,d
FC St. Pauli,Arminia Bielefeld,0,0,2015-07-25T15:30:00,d
FSV Frankfurt,RB Leipzig,0,1,2015-07-25T15:30:00,d
SC Paderborn 07,VfL Bochum,0,1,2015-07-26T13:30:00,d
Eintracht Braunschweig,SV Sandhausen,1,3,2015-07-26T15:30:00,a
1. FC Union Berlin,Fortuna Düsseldorf,1,1,2015-07-26T15:30:00,h
1. FC Heidenheim 1846,TSV 1860 München,1,0,2015-07-26T15:30:00,d
SC Freiburg,1. FC Nürnberg,6,3,2015-07-27T20:15:00,h
1. FC Nürnberg,1. FC Heidenheim 1846,3,2,2015-07-31T18:30:00,h
Arminia Bielefeld,FSV Frankfurt,0,0,2015-07-31T18:30:00,d
1. FC Kaiserslautern,Eintracht Braunschweig,0,0,2015-07-31T20:30:00,d
VfL Bochum,MSV Duisburg,3,0,2015-08-01T13:00:00,d
TSV 1860 München,SC Freiburg,0,1,2015-08-01T15:30:00,d
Fortuna Düsseldorf,SC Paderborn 07,1,2,2015-08-02T13:30:00,h
Karlsruher SC,FC St. Pauli,1,2,2015-08-02T15:30:00,a
SV Sandhausen,1. FC Union Berlin,4,3,2015-08-02T15:30:00,d
RB Leipzig,SpVgg Greuther Fürth,2,2,2015-08-03T20:15:00,a
SC Paderborn 07,SV Sandhausen,0,6,2015-08-14T18:30:00,a
1. FC Heidenheim 1846,Fortuna Düsseldorf,1,0,2015-08-14T18:30:00,d
FSV Frankfurt,Karlsruher SC,1,2,2015-08-14T18:30:00,d
SC Freiburg,VfL Bochum,1,3,2015-08-15T13:00:00,d
Eintracht Braunschweig,RB Leipzig,0,2,2015-08-15T13:00:00,d
1. FC Union Berlin,1. FC Kaiserslautern,2,2,2015-08-16T13:30:00,a
FC St. Pauli,SpVgg Greuther Fürth,3,2,2015-08-16T13:30:00,h
MSV Duisburg,Arminia Bielefeld,2,2,2015-08-16T13:30:00,a
1. FC Nürnberg,TSV 1860 München,2,2,2015-08-17T20:15:00,a
SpVgg Greuther Fürth,FSV Frankfurt,0,2,2015-08-21T18:30:00,a
SV Sandhausen,1. FC Heidenheim 1846,0,0,2015-08-21T18:30:00,d
Arminia Bielefeld,Eintracht Braunschweig,0,2,2015-08-21T18:30:00,d
Karlsruher SC,MSV Duisburg,2,0,2015-08-22T13:00:00,h
Fortuna Düsseldorf,SC Freiburg,1,2,2015-08-22T13:00:00,a
RB Leipzig,FC St. Pauli,0,1,2015-08-23T13:30:00,a
VfL Bochum,1. FC Nürnberg,2,1,2015-08-23T13:30:00,d
TSV 1860 München,1. FC Union Berlin,0,0,2015-08-23T13:30:00,d
1. FC Kaiserslautern,SC Paderborn 07,1,0,2015-08-24T20:15:00,h
SC Freiburg,SV Sandhausen,4,1,2015-08-28T18:30:00,h
1. FC Union Berlin,RB Leipzig,1,1,2015-08-28T18:30:00,h
1. FC Heidenheim 1846,1. FC Kaiserslautern,3,1,2015-08-28T18:30:00,a
SC Paderborn 07,Arminia Bielefeld,1,2,2015-08-29T13:00:00,h
MSV Duisburg,SpVgg Greuther Fürth,2,2,2015-08-29T13:00:00,h
Eintracht Braunschweig,Karlsruher SC,6,0,2015-08-30T13:30:00,h
1. FC Nürnberg,Fortuna Düsseldorf,1,0,2015-08-30T13:30:00,d
FSV Frankfurt,FC St. Pauli,1,0,2015-08-30T13:30:00,d
VfL Bochum,TSV 1860 München,1,0,2015-08-31T20:15:00,d
1. FC Kaiserslautern,SC Freiburg,0,2,2015-09-11T18:30:00,d
RB Leipzig,SC Paderborn 07,2,0,2015-09-11T18:30:00,h
SV Sandhausen,VfL Bochum,1,1,2015-09-11T18:30:00,d
Karlsruher SC,1. FC Union Berlin,0,3,2015-09-12T13:00:00,a
Arminia Bielefeld,1. FC Heidenheim 1846,0,0,2015-09-12T13:00:00,d
Fortuna Düsseldorf,TSV 1860 München,3,0,2015-09-13T13:30:00,h
SpVgg Greuther Fürth,1. FC Nürnberg,3,2,2015-09-13T13:30:00,d
FSV Frankfurt,Eintracht Braunschweig,0,3,2015-09-13T13:30:00,a
FC St. Pauli,MSV Duisburg,2,0,2015-09-14T20:15:00,d
SC Freiburg,Arminia Bielefeld,2,2,2015-09-18T18:30:00,a
VfL Bochum,Fortuna Düsseldorf,1,1,2015-09-18T18:30:00,h
1. FC Heidenheim 1846,RB Leipzig,1,1,2015-09-18T18:30:00,a
SC Paderborn 07,Karlsruher SC,2,0,2015-09-19T13:00:00,d
1. FC Nürnberg,SV Sandhausen,2,0,2015-09-19T13:00:00,h
TSV 1860 München,1. FC Kaiserslautern,1,1,2015-09-19T13:00:00,h
Eintracht Braunschweig,FC St. Pauli,0,0,2015-09-20T13:30:00,d
1. FC Union Berlin,SpVgg Greuther Fürth,1,2,2015-09-20T13:30:00,h
MSV Duisburg,FSV Frankfurt,0,1,2015-09-20T13:30:00,a
Karlsruher SC,Fortuna Düsseldorf,1,1,2015-09-22T17:30:00,d
1. FC Kaiserslautern,1. FC Nürnberg,0,3,2015-09-22T17:30:00,a
SV Sandhausen,TSV 1860 München,1,1,2015-09-22T17:30:00,d
Arminia Bielefeld,VfL Bochum,1,1,2015-09-22T17:30:00,a
SpVgg Greuther Fürth,SC Paderborn 07,3,0,2015-09-23T17:30:00,h
FC St. Pauli,1. FC Heidenheim 1846,1,0,2015-09-23T17:30:00,h
FSV Frankfurt,1. FC Union Berlin,3,2,2015-09-23T17:30:00,a
MSV Duisburg,Eintracht Braunschweig,0,5,2015-09-23T17:30:00,a
RB Leipzig,SC Freiburg,1,1,2015-09-24T20:15:00,a
1. FC Nürnberg,Arminia Bielefeld,2,2,2015-09-25T18:30:00,a
Fortuna Düsseldorf,SV Sandhausen,0,1,2015-09-25T18:30:00,d
VfL Bochum,1. FC Kaiserslautern,1,2,2015-09-25T18:30:00,a
SC Paderborn 07,FC St. Pauli,0,0,2015-09-26T13:00:00,d
1. FC Union Berlin,MSV Duisburg,3,2,2015-09-26T13:00:00,h
SC Freiburg,FSV Frankfurt,2,0,2015-09-27T13:30:00,h
TSV 1860 München,RB Leipzig,2,2,2015-09-27T13:30:00,d
1. FC Heidenheim 1846,Karlsruher SC,1,1,2015-09-27T13:30:00,h
Eintracht Braunschweig,SpVgg Greuther Fürth,0,1,2015-09-28T20:15:00,a
1. FC Kaiserslautern,Fortuna Düsseldorf,3,0,2015-10-02T18:30:00,h
FSV Frankfurt,1. FC Heidenheim 1846,0,4,2015-10-02T18:30:00,a
Arminia Bielefeld,TSV 1860 München,1,1,2015-10-02T18:30:00,d
SpVgg Greuther Fürth,VfL Bochum,0,5,2015-10-03T13:00:00,a
FC St. Pauli,SV Sandhausen,1,3,2015-10-03T13:00:00,a
Karlsruher SC,SC Freiburg,1,1,2015-10-04T13:30:00,d
RB Leipzig,1. FC Nürnberg,3,2,2015-10-04T13:30:00,h
Eintracht Braunschweig,1. FC Union Berlin,2,1,2015-10-04T13:30:00,d
MSV Duisburg,SC Paderborn 07,1,0,2015-10-05T20:15:00,d
SC Paderborn 07,Eintracht Braunschweig,2,0,2015-10-16T18:30:00,h
Fortuna Düsseldorf,Arminia Bielefeld,1,0,2015-10-16T18:30:00,h
SV Sandhausen,1. FC Kaiserslautern,1,0,2015-10-16T18:30:00,h
1. FC Nürnberg,FSV Frankfurt,1,1,2015-10-17T13:00:00,d
1. FC Union Berlin,FC St. Pauli,3,3,2015-10-17T13:00:00,h
SC Freiburg,SpVgg Greuther Fürth,5,2,2015-10-18T13:30:00,h
VfL Bochum,RB Leipzig,0,1,2015-10-18T13:30:00,d
1. FC Heidenheim 1846,MSV Duisburg,1,0,2015-10-18T13:30:00,d
TSV 1860 München,Karlsruher SC,0,1,2015-10-19T20:15:00,a
RB Leipzig,Fortuna Düsseldorf,2,1,2015-10-23T18:30:00,h
SpVgg Greuther Fürth,TSV 1860 München,1,0,2015-10-23T18:30:00,d
FSV Frankfurt,VfL Bochum,3,2,2015-10-23T18:30:00,a
Karlsruher SC,1. FC Kaiserslautern,2,0,2015-10-24T13:00:00,h
1. FC Union Berlin,SC Paderborn 07,0,2,2015-10-24T13:00:00,a
MSV Duisburg,1. FC Nürnberg,0,0,2015-10-24T13:00:00,d
Eintracht Braunschweig,1. FC Heidenheim 1846,1,0,2015-10-25T13:30:00,d
FC St. Pauli,SC Freiburg,1,0,2015-10-25T13:30:00,d
Arminia Bielefeld,SV Sandhausen,0,0,2015-10-25T13:30:00,d
1. FC Kaiserslautern,Arminia Bielefeld,0,2,2015-10-30T18:30:00,d
Fortuna Düsseldorf,SpVgg Greuther Fürth,1,0,2015-10-30T18:30:00,d
VfL Bochum,FC St. Pauli,1,1,2015-10-30T18:30:00,d
1. FC Heidenheim 1846,1. FC Union Berlin,0,2,2015-10-31T13:00:00,a
SC Paderborn 07,FSV Frankfurt,1,1,2015-10-31T13:00:00,h
SV Sandhausen,RB Leipzig,1,2,2015-11-01T13:30:00,d
SC Freiburg,Eintracht Braunschweig,2,2,2015-11-01T13:30:00,h
TSV 1860 München,MSV Duisburg,1,0,2015-11-01T13:30:00,d
1. FC Nürnberg,Karlsruher SC,0,0,2015-11-02T20:15:00,d
FSV Frankfurt,SV Sandhausen,0,1,2015-11-06T18:30:00,d
Karlsruher SC,VfL Bochum,3,0,2015-11-06T18:30:00,h
SpVgg Greuther Fürth,Arminia Bielefeld,0,0,2015-11-06T18:30:00,d
1. FC Union Berlin,1. FC Nürnberg,3,3,2015-11-07T13:00:00,d
MSV Duisburg,SC Freiburg,1,1,2015-11-07T13:00:00,h
Eintracht Braunschweig,TSV 1860 München,0,0,2015-11-08T13:30:00,d
RB Leipzig,1. FC Kaiserslautern,0,2,2015-11-08T13:30:00,a
SC Paderborn 07,1. FC Heidenheim 1846,1,1,2015-11-08T13:30:00,h
FC St. Pauli,Fortuna Düsseldorf,4,0,2015-11-09T20:15:00,h
Fortuna Düsseldorf,MSV Duisburg,1,1,2015-11-20T18:30:00,d
SV Sandhausen,Karlsruher SC,3,1,2015-11-20T18:30:00,h
VfL Bochum,1. FC Union Berlin,1,1,2015-11-20T18:30:00,d
Arminia Bielefeld,RB Leipzig,0,1,2015-11-21T13:00:00,a
TSV 1860 München,FC St. Pauli,2,0,2015-11-21T13:00:00,d
1. FC Heidenheim 1846,SpVgg Greuther Fürth,1,2,2015-11-22T13:30:00,a
1. FC Kaiserslautern,FSV Frankfurt,1,1,2015-11-22T13:30:00,a
SC Freiburg,SC Paderborn 07,4,1,2015-11-22T13:30:00,h
1. FC Nürnberg,Eintracht Braunschweig,2,1,2015-11-23T20:15:00,h
1. FC Heidenheim 1846,SC Freiburg,1,2,2015-11-27T18:30:00,d
Eintracht Braunschweig,VfL Bochum,1,0,2015-11-27T18:30:00,h
SpVgg Greuther Fürth,1. FC Kaiserslautern,2,4,2015-11-27T18:30:00,h
1. FC Union Berlin,Arminia Bielefeld,1,1,2015-11-28T13:00:00,h
SC Paderborn 07,TSV 1860 München,4,4,2015-11-28T13:00:00,h
FC St. Pauli,1. FC Nürnberg,0,4,2015-11-29T13:30:00,a
FSV Frankfurt,Fortuna Düsseldorf,1,2,2015-11-29T13:30:00,a
MSV Duisburg,SV Sandhausen,3,0,2015-11-29T13:30:00,d
Karlsruher SC,RB Leipzig,0,1,2015-11-30T20:15:00,d
1. FC Nürnberg,SC Paderborn 07,2,1,2015-12-04T18:30:00,h
SV Sandhausen,SpVgg Greuther Fürth,1,1,2015-12-04T18:30:00,a
TSV 1860 München,FSV Frankfurt,0,1,2015-12-04T18:30:00,a
Arminia Bielefeld,Karlsruher SC,2,1,2015-12-05T13:00:00,a
SC Freiburg,1. FC Union Berlin,3,0,2015-12-05T13:00:00,h
1. FC Kaiserslautern,FC St. Pauli,1,2,2015-12-06T13:30:00,a
RB Leipzig,MSV Duisburg,4,2,2015-12-06T13:30:00,d
VfL Bochum,1. FC Heidenheim 1846,1,1,2015-12-06T13:30:00,a
Fortuna Düsseldorf,Eintracht Braunschweig,1,0,2015-12-07T20:15:00,h
SV Sandhausen,Eintracht Braunschweig,0,2,2015-12-11T18:30:00,d
TSV 1860 München,1. FC Heidenheim 1846,1,3,2015-12-11T18:30:00,d
VfL Bochum,SC Paderborn 07,4,0,2015-12-11T18:30:00,h
Fortuna Düsseldorf,1. FC Union Berlin,0,3,2015-12-12T13:00:00,a
Karlsruher SC,SpVgg Greuther Fürth,1,0,2015-12-12T13:00:00,d
1. FC Kaiserslautern,MSV Duisburg,2,0,2015-12-13T13:30:00,d
1. FC Nürnberg,SC Freiburg,2,1,2015-12-13T13:30:00,h
RB Leipzig,FSV Frankfurt,3,1,2015-12-13T13:30:00,d
Arminia Bielefeld,FC St. Pauli,0,0,2015-12-14T20:15:00,d
1. FC Union Berlin,SV Sandhausen,1,0,2015-12-18T18:30:00,d
FC St. Pauli,Karlsruher SC,1,2,2015-12-18T18:30:00,d
FSV Frankfurt,Arminia Bielefeld,1,2,2015-12-18T18:30:00,h
1. FC Heidenheim 1846,1. FC Nürnberg,0,3,2015-12-19T13:00:00,a
SpVgg Greuther Fürth,RB Leipzig,1,2,2015-12-19T13:00:00,d
Eintracht Braunschweig,1. FC Kaiserslautern,1,1,2015-12-20T13:30:00,h
MSV Duisburg,VfL Bochum,0,0,2015-12-20T13:30:00,d
SC Freiburg,TSV 1860 München,3,0,2015-12-20T13:30:00,h
SC Paderborn 07,Fortuna Düsseldorf,0,0,2015-12-21T20:15:00,d
1. FC Kaiserslautern,1. FC Union Berlin,2,2,2016-02-05T18:30:00,h
SV Sandhausen,SC Paderborn 07,1,0,2016-02-05T18:30:00,d
VfL Bochum,SC Freiburg,2,0,2016-02-05T18:30:00,h
Fortuna Düsseldorf,1. FC Heidenheim 1846,0,1,2016-02-06T13:00:00,d
TSV 1860 München,1. FC Nürnberg,0,1,2016-02-06T13:00:00,a
